     NH               Temp.Gaz         Td.01            Td.02            Td.03            Td.04            Td.05            Td.06            Td.07            Td.08            Td.09            Td.10            Td.11            Td.12            Ionisation       Pd.h2            Pd.co            FH2chi           DH2chi           FH2grain         DH2phot          FH2.ElRi         Cho.Ph.Gr        Cho.H2.Gr        Cho.photons      Cho.RC           Cho.ph.sec       Cho.eq.chi       Cho.total        Ref.C.tot        Ref.O.tot        Ref.S.tot        Ref.C+.tot       Ref.CO.tot       Ref.C*O.tot      Ref.H2O.tot      Ref.CS.tot       Ref.total        Cho.casc.H2      Ref.casc.H2      Cho.gas.gr       Ref.gas.gr    
   9.18155685E+21  6.23699287E+001  4.79171341E+001  4.85892413E+001  4.98505698E+001  5.18088350E+001  5.46128047E+001  5.85424874E+001  6.38842488E+001  7.08599684E+001  7.87777456E+001  8.45386392E+001  8.42524910E+001  8.30226130E+001  1.02390566E-007  5.19133443E-025  1.25317633E-022  2.68668651E-011  7.79287795E-011  2.01844902E-025  8.20006992E-020  5.10619147E-011  6.57724630E-024  4.95258209E-023  2.58949594E-019  2.21309600E-022  5.40891432E-023  5.26681155E-022  2.81391938E-019  4.81841539E-025  9.44801424E-020 -2.01743335E-024  3.75238796E-025  1.35550579E-019  8.81222875E-021  1.19930319E-020  6.63284578E-022  2.81019907E-019  1.25954818E-021  0.00000000E+000  2.03225958E-020  0.00000000E+000
   9.22297743E+21  6.23701617E+001  4.79171338E+001  4.85892410E+001  4.98505696E+001  5.18088347E+001  5.46128045E+001  5.85424871E+001  6.38842486E+001  7.08599682E+001  7.87777454E+001  8.45386391E+001  8.42524909E+001  8.30226130E+001  1.02367231E-007  4.75960232E-025  1.08996467E-022  2.68682265E-011  7.79238292E-011  2.01787029E-025  7.51811961E-020  5.10556030E-011  6.08137036E-024  4.95197008E-023  2.58893019E-019  2.21309570E-022  5.41008098E-023  5.26664203E-022  2.81334310E-019  4.81714301E-025  9.44793881E-020 -2.01573182E-024  3.75091268E-025  1.35489190E-019  8.81217859E-021  1.19970594E-020  6.63046983E-022  2.80962112E-019  1.25926081E-021  0.00000000E+000  2.03223395E-020  0.00000000E+000
   9.26439801E+21  6.23698737E+001  4.79171336E+001  4.85892408E+001  4.98505694E+001  5.18088345E+001  5.46128043E+001  5.85424869E+001  6.38842483E+001  7.08599680E+001  7.87777453E+001  8.45386390E+001  8.42524908E+001  8.30226129E+001  1.02345770E-007  4.36428688E-025  9.49432249E-023  2.68694800E-011  7.79193053E-011  2.01750925E-025  6.89369178E-020  5.10498256E-011  5.62296466E-024  4.95140951E-023  2.58841980E-019  2.21309543E-022  5.41113600E-023  5.26647950E-022  2.81282854E-019  4.81596926E-025  9.44798972E-020 -2.01433627E-024  3.74950360E-025  1.35434734E-019  8.81200519E-021  1.19997790E-020  6.62833088E-022  2.80910486E-019  1.25900102E-021  0.00000000E+000  2.03226525E-020  0.00000000E+000
   9.30581859E+21  6.23690642E+001  4.79171334E+001  4.85892406E+001  4.98505692E+001  5.18088343E+001  5.46128040E+001  5.85424867E+001  6.38842481E+001  7.08599677E+001  7.87777451E+001  8.45386390E+001  8.42524908E+001  8.30226128E+001  1.02326012E-007  4.00231168E-025  8.28622048E-023  2.68706339E-011  7.79151662E-011  2.01736203E-025  6.32192706E-020  5.10445326E-011  5.19919838E-024  4.95089557E-023  2.58796060E-019  2.21309518E-022  5.41209073E-023  5.26632385E-022  2.81237148E-019  4.81488294E-025  9.44812587E-020 -2.01323763E-024  3.74815129E-025  1.35387111E-019  8.81170845E-021  1.20012733E-020  6.62640252E-022  2.80864611E-019  1.25876883E-021  0.00000000E+000  2.03235353E-020  0.00000000E+000
   9.34723918E+21  6.23677325E+001  4.79171332E+001  4.85892404E+001  4.98505690E+001  5.18088341E+001  5.46128038E+001  5.85424865E+001  6.38842479E+001  7.08599676E+001  7.87777450E+001  8.45386389E+001  8.42524907E+001  8.30226128E+001  1.02307796E-007  3.67086773E-025  7.25053785E-023  2.68716955E-011  7.79113744E-011  2.01742527E-025  5.79838845E-020  5.10396793E-011  4.80745569E-024  4.95042389E-023  2.58754879E-019  2.21309494E-022  5.41295533E-023  5.26617496E-022  2.81196812E-019  4.81387381E-025  9.44831020E-020 -2.01242794E-024  3.74684723E-025  1.35346230E-019  8.81128821E-021  1.20016213E-020  6.62466089E-022  2.80824104E-019  1.25856428E-021  0.00000000E+000  2.03249887E-020  0.00000000E+000
   9.38865976E+21  6.23658778E+001  4.79171330E+001  4.85892402E+001  4.98505688E+001  5.18088339E+001  5.46128037E+001  5.85424863E+001  6.38842477E+001  7.08599674E+001  7.87777449E+001  8.45386388E+001  8.42524907E+001  8.30226127E+001  1.02290982E-007  3.36739003E-025  6.36549235E-023  2.68726718E-011  7.79078962E-011  2.01769610E-025  5.31902440E-020  5.10352247E-011  4.44531945E-024  4.94999053E-023  2.58718095E-019  2.21309473E-022  5.41373891E-023  5.26603265E-022  2.81161503E-019  4.81293256E-025  9.44850935E-020 -2.01190021E-024  3.74558371E-025  1.35312002E-019  8.81074428E-021  1.20008981E-020  6.62308445E-022  2.80788625E-019  1.25838742E-021  0.00000000E+000  2.03270136E-020  0.00000000E+000
   9.43008034E+21  6.23634988E+001  4.79171328E+001  4.85892401E+001  4.98505686E+001  5.18088338E+001  5.46128035E+001  5.85424862E+001  6.38842476E+001  7.08599672E+001  7.87777448E+001  8.45386388E+001  8.42524906E+001  8.30226126E+001  1.02275439E-007  3.08953639E-025  5.61271211E-023  2.68735690E-011  7.79047010E-011  2.01817213E-025  4.88013527E-020  5.10311323E-011  4.11055616E-024  4.94959193E-023  2.58685401E-019  2.21309453E-022  5.41444963E-023  5.26589673E-022  2.81130912E-019  4.81205067E-025  9.44869323E-020 -2.01164832E-024  3.74435380E-025  1.35284346E-019  8.81007632E-021  1.19991751E-020  6.62165379E-022  2.80757864E-019  1.25823828E-021  0.00000000E+000  2.03296112E-020  0.00000000E+000
   9.47150092E+21  6.23605942E+001  4.79171327E+001  4.85892399E+001  4.98505684E+001  5.18088336E+001  5.46128033E+001  5.85424860E+001  6.38842474E+001  7.08599670E+001  7.87777447E+001  8.45386387E+001  8.42524906E+001  8.30226126E+001  1.02261050E-007  2.83516822E-025  4.97661852E-023  2.68743932E-011  7.79017617E-011  2.01885134E-025  4.47834304E-020  5.10273688E-011  3.80110200E-024  4.94922485E-023  2.58656519E-019  2.21309434E-022  5.41509481E-023  5.26576702E-022  2.81104760E-019  4.81122038E-025  9.44883474E-020 -2.01166693E-024  3.74315121E-025  1.35263186E-019  8.80928404E-021  1.19965196E-020  6.62035137E-022  2.80731543E-019  1.25811692E-021  0.00000000E+000  2.03327827E-020  0.00000000E+000
   9.51292150E+21  6.23571627E+001  4.79171325E+001  4.85892398E+001  4.98505683E+001  5.18088334E+001  5.46128032E+001  5.85424858E+001  6.38842473E+001  7.08599669E+001  7.87777446E+001  8.45386387E+001  8.42524905E+001  8.30226125E+001  1.02247711E-007  2.60233313E-025  4.44413881E-023  2.68751497E-011  7.78990536E-011  2.01973211E-025  4.11056375E-020  5.10239042E-011  3.51504996E-024  4.94888640E-023  2.58631197E-019  2.21309417E-022  5.41568101E-023  5.26564330E-022  2.81082797E-019  4.81043460E-025  9.44890946E-020 -2.01195135E-024  3.74197031E-025  1.35248448E-019  8.80836712E-021  1.19929956E-020  6.61916137E-022  2.80709411E-019  1.25802338E-021  0.00000000E+000  2.03365298E-020  0.00000000E+000
   9.55434208E+21  6.23532026E+001  4.79171324E+001  4.85892396E+001  4.98505681E+001  5.18088333E+001  5.46128030E+001  5.85424857E+001  6.38842471E+001  7.08599667E+001  7.87777445E+001  8.45386386E+001  8.42524905E+001  8.30226125E+001  1.02235327E-007  2.38924912E-025  4.00431006E-023  2.68758435E-011  7.78965547E-011  2.02081316E-025  3.77398267E-020  5.10207115E-011  3.25063801E-024  4.94857394E-023  2.58609210E-019  2.21309400E-022  5.41621407E-023  5.26552536E-022  2.81064795E-019  4.80968686E-025  9.44889535E-020 -2.01249748E-024  3.74080597E-025  1.35240067E-019  8.80732518E-021  1.19886636E-020  6.61806949E-022  2.80691243E-019  1.25795773E-021  0.00000000E+000  2.03408540E-020  0.00000000E+000
   9.59576267E+21  6.23487133E+001  4.79171322E+001  4.85892395E+001  4.98505680E+001  5.18088332E+001  5.46128029E+001  5.85424855E+001  6.38842470E+001  7.08599666E+001  7.87777444E+001  8.45386386E+001  8.42524904E+001  8.30226125E+001  1.02223810E-007  2.19429039E-025  3.64802107E-023  2.68764791E-011  7.78942451E-011  2.02209315E-025  3.46603168E-020  5.10177663E-011  3.00623807E-024  4.94828512E-023  2.58590354E-019  2.21309384E-022  5.41669925E-023  5.26541298E-022  2.81050549E-019  4.80897128E-025  9.44877324E-020 -2.01330121E-024  3.73965368E-025  1.35237989E-019  8.80615806E-021  1.19835611E-020  6.61706299E-022  2.80676833E-019  1.25791994E-021  0.00000000E+000  2.03457559E-020  0.00000000E+000
   9.63718325E+21  6.23436936E+001  4.79171321E+001  4.85892394E+001  4.98505679E+001  5.18088330E+001  5.46128028E+001  5.85424854E+001  6.38842469E+001  7.08599665E+001  7.87777444E+001  8.45386385E+001  8.42524904E+001  8.30226124E+001  1.02213085E-007  2.01597432E-025  3.36848412E-023  2.68770609E-011  7.78921071E-011  2.02357117E-025  3.18436894E-020  5.10150464E-011  2.78034592E-024  4.94801778E-023  2.58574443E-019  2.21309369E-022  5.41714121E-023  5.26530594E-022  2.81039876E-019  4.80828247E-025  9.44852563E-020 -2.01435911E-024  3.73850936E-025  1.35242163E-019  8.80486552E-021  1.19777299E-020  6.61613034E-022  2.80665996E-019  1.25791003E-021  0.00000000E+000  2.03512364E-020  0.00000000E+000
   9.67860383E+21  6.23381399E+001  4.79171320E+001  4.85892392E+001  4.98505678E+001  5.18088329E+001  5.46128026E+001  5.85424853E+001  6.38842467E+001  7.08599664E+001  7.87777443E+001  8.45386385E+001  8.42524904E+001  8.30226124E+001  1.02203080E-007  1.85294993E-025  3.16021036E-023  2.68775927E-011  7.78901247E-011  2.02524743E-025  2.92686047E-020  5.10125322E-011  2.57157183E-024  4.94777001E-023  2.58561317E-019  2.21309355E-022  5.41754415E-023  5.26520402E-022  2.81032615E-019  4.80761542E-025  9.44813522E-020 -2.01566938E-024  3.73736912E-025  1.35252524E-019  8.80344665E-021  1.19712514E-020  6.61526077E-022  2.80658575E-019  1.25792815E-021  0.00000000E+000  2.03572997E-020  0.00000000E+000
   9.72002441E+21  6.23320500E+001  4.79171319E+001  4.85892391E+001  4.98505676E+001  5.18088328E+001  5.46128025E+001  5.85424852E+001  6.38842466E+001  7.08599663E+001  7.87777442E+001  8.45386384E+001  8.42524903E+001  8.30226123E+001  1.02193732E-007  1.70398731E-025  3.01925438E-023  2.68780782E-011  7.78882836E-011  2.02712178E-025  2.69156354E-020  5.10102057E-011  2.37863193E-024  4.94754007E-023  2.58550828E-019  2.21309341E-022  5.41791178E-023  5.26510701E-022  2.81028621E-019  4.80696557E-025  9.44758737E-020 -2.01722973E-024  3.73622961E-025  1.35269026E-019  8.80190095E-021  1.19641731E-020  6.61444481E-022  2.80654423E-019  1.25797437E-021  0.00000000E+000  2.03639476E-020  0.00000000E+000
   9.76144499E+21  6.23254218E+001  4.79171318E+001  4.85892390E+001  4.98505675E+001  5.18088327E+001  5.46128024E+001  5.85424851E+001  6.38842465E+001  7.08599662E+001  7.87777442E+001  8.45386384E+001  8.42524903E+001  8.30226123E+001  1.02184985E-007  1.56796821E-025  2.94290840E-023  2.68785206E-011  7.78865712E-011  2.02919435E-025  2.47671180E-020  5.10080509E-011  2.20034020E-024  4.94732641E-023  2.58542846E-019  2.21309327E-022  5.41824741E-023  5.26501469E-022  2.81027763E-019  4.80632879E-025  9.44686888E-020 -2.01903817E-024  3.73508780E-025  1.35291626E-019  8.80022792E-021  1.19565396E-020  6.61367391E-022  2.80653409E-019  1.25804873E-021  0.00000000E+000  2.03711824E-020  0.00000000E+000
   9.80286557E+21  6.23182530E+001  4.79171317E+001  4.85892389E+001  4.98505674E+001  5.18088326E+001  5.46128023E+001  5.85424850E+001  6.38842464E+001  7.08599661E+001  7.87777441E+001  8.45386384E+001  8.42524903E+001  8.30226123E+001  1.02176788E-007  1.44387761E-025  2.93058747E-023  2.68789229E-011  7.78849760E-011  2.03146549E-025  2.28070194E-020  5.10060533E-011  2.03560114E-024  4.94712761E-023  2.58537251E-019  2.21309314E-022  5.41855400E-023  5.26492685E-022  2.81029924E-019  4.80570128E-025  9.44596777E-020 -2.02109303E-024  3.73394097E-025  1.35320289E-019  8.79842701E-021  1.19483927E-020  6.61294035E-022  2.80655417E-019  1.25815129E-021  0.00000000E+000  2.03790063E-020  0.00000000E+000
   9.84428615E+21  6.23105412E+001  4.79171316E+001  4.85892388E+001  4.98505674E+001  5.18088325E+001  5.46128022E+001  5.85424849E+001  6.38842463E+001  7.08599660E+001  7.87777441E+001  8.45386383E+001  8.42524902E+001  8.30226123E+001  1.02169094E-007  1.33079618E-025  2.98246414E-023  2.68792881E-011  7.78834878E-011  2.03393577E-025  2.10208186E-020  5.10042000E-011  1.88340297E-024  4.94694243E-023  2.58533938E-019  2.21309301E-022  5.41883413E-023  5.26484329E-022  2.81035000E-019  4.80507957E-025  9.44487320E-020 -2.02339291E-024  3.73278667E-025  1.35354981E-019  8.79649766E-021  1.19397714E-020  6.61223720E-022  2.80660343E-019  1.25828210E-021  0.00000000E+000  2.03874218E-020  0.00000000E+000
   9.88570673E+21  6.23022837E+001  4.79171315E+001  4.85892387E+001  4.98505673E+001  5.18088324E+001  5.46128021E+001  5.85424848E+001  6.38842462E+001  7.08599659E+001  7.87777440E+001  8.45386383E+001  8.42524902E+001  8.30226122E+001  1.02161862E-007  1.22789370E-025  3.10037323E-023  2.68796185E-011  7.78820977E-011  2.03660600E-025  1.93954015E-020  5.10024794E-011  1.74281131E-024  4.94676973E-023  2.58532813E-019  2.21309288E-022  5.41909012E-023  5.26476380E-022  2.81042898E-019  4.80446047E-025  9.44357533E-020 -2.02593666E-024  3.73162268E-025  1.35395673E-019  8.79443924E-021  1.19307126E-020  6.61155818E-022  2.80668095E-019  1.25844122E-021  0.00000000E+000  2.03964314E-020  0.00000000E+000
   9.92712731E+21  6.22934780E+001  4.79171314E+001  4.85892387E+001  4.98505672E+001  5.18088323E+001  5.46128020E+001  5.85424847E+001  6.38842462E+001  7.08599658E+001  7.87777440E+001  8.45386383E+001  8.42524902E+001  8.30226122E+001  1.02155056E-007  1.13442325E-025  3.28766844E-023  2.68799167E-011  7.78807977E-011  2.03947718E-025  1.79189698E-020  5.10008813E-011  1.61296345E-024  4.94660852E-023  2.58533793E-019  2.21309275E-022  5.41932399E-023  5.26468821E-022  2.81053538E-019  4.80384109E-025  9.44206523E-020 -2.02872337E-024  3.73044703E-025  1.35442342E-019  8.79225115E-021  1.19212504E-020  6.61089768E-022  2.80678591E-019  1.25862871E-021  0.00000000E+000  2.04060376E-020  0.00000000E+000
   9.96854790E+21  6.22843330E+001  4.79171313E+001  4.85892386E+001  4.98505671E+001  5.18088323E+001  5.46128020E+001  5.85424846E+001  6.38842461E+001  7.08599657E+001  7.87777439E+001  8.45386383E+001  8.42524902E+001  8.30226122E+001  1.02148659E-007  1.04971623E-025  3.54931303E-023  2.68801859E-011  7.78795826E-011  2.04247921E-025  1.65809627E-020  5.09993969E-011  1.49306287E-024  4.94645812E-023  2.58536434E-019  2.21309262E-022  5.41953773E-023  5.26461640E-022  2.81066235E-019  4.80322890E-025  9.44046859E-020 -2.03164670E-024  3.72927378E-025  1.35492659E-019  8.78998497E-021  1.19114974E-020  6.61028036E-022  2.80691145E-019  1.25883236E-021  0.00000000E+000  2.04160122E-020  0.00000000E+000
   1.00099685E+22  6.22745620E+001  4.79171313E+001  4.85892385E+001  4.98505670E+001  5.18088322E+001  5.46128019E+001  5.85424846E+001  6.38842460E+001  7.08599656E+001  7.87777439E+001  8.45386382E+001  8.42524901E+001  8.30226122E+001  1.02142617E-007  9.73178127E-026  3.89199838E-023  2.68804266E-011  7.78784437E-011  2.04570795E-025  1.53719894E-020  5.09980174E-011  1.38237458E-024  4.94631743E-023  2.58541162E-019  2.21309250E-022  5.41973259E-023  5.26454816E-022  2.81081740E-019  4.80260795E-025  9.43859885E-020 -2.03484781E-024  3.72808012E-025  1.35549694E-019  8.78756998E-021  1.19013757E-020  6.60966189E-022  2.80706512E-019  1.25906868E-021  0.00000000E+000  2.04266678E-020  0.00000000E+000
   1.00513891E+22  6.22642290E+001  4.79171312E+001  4.85892384E+001  4.98505670E+001  5.18088321E+001  5.46128018E+001  5.85424845E+001  6.38842459E+001  7.08599656E+001  7.87777438E+001  8.45386382E+001  8.42524901E+001  8.30226121E+001  1.02136911E-007  9.04285210E-026  4.32380897E-023  2.68806410E-011  7.78773762E-011  2.04914368E-025  1.42837771E-020  5.09967355E-011  1.28022025E-024  4.94618583E-023  2.58547808E-019  2.21309237E-022  5.41990997E-023  5.26448322E-022  2.81099813E-019  4.80197918E-025  9.43649166E-020 -2.03829290E-024  3.72686958E-025  1.35612712E-019  8.78502200E-021  1.18909388E-020  6.60904761E-022  2.80724449E-019  1.25933385E-021  0.00000000E+000  2.04379341E-020  0.00000000E+000
   1.00928096E+22  6.22533306E+001  4.79171311E+001  4.85892384E+001  4.98505669E+001  5.18088321E+001  5.46128018E+001  5.85424844E+001  6.38842459E+001  7.08599655E+001  7.87777438E+001  8.45386382E+001  8.42524901E+001  8.30226121E+001  1.02131515E-007  8.42581829E-026  4.85655051E-023  2.68808306E-011  7.78763755E-011  2.05278795E-025  1.33091286E-020  5.09955451E-011  1.18597421E-024  4.94606270E-023  2.58556319E-019  2.21309224E-022  5.42007100E-023  5.26442145E-022  2.81120402E-019  4.80134059E-025  9.43414088E-020 -2.04198180E-024  3.72564084E-025  1.35681701E-019  8.78234026E-021  1.18802127E-020  6.60843390E-022  2.80744906E-019  1.25962794E-021  0.00000000E+000  2.04498144E-020  0.00000000E+000
   1.01342302E+22  6.22418635E+001  4.79171311E+001  4.85892383E+001  4.98505668E+001  5.18088320E+001  5.46128017E+001  5.85424844E+001  6.38842458E+001  7.08599655E+001  7.87777437E+001  8.45386382E+001  8.42524901E+001  8.30226121E+001  1.02126408E-007  7.87678640E-026  5.50289871E-023  2.68809971E-011  7.78754375E-011  2.05664278E-025  1.24418938E-020  5.09944406E-011  1.09905952E-024  4.94594750E-023  2.58566653E-019  2.21309212E-022  5.42021664E-023  5.26436266E-022  2.81143468E-019  4.80069036E-025  9.43154094E-020 -2.04591450E-024  3.72439275E-025  1.35756657E-019  8.77952395E-021  1.18692220E-020  6.60781756E-022  2.80767844E-019  1.25995102E-021  0.00000000E+000  2.04623120E-020  0.00000000E+000
   1.01756508E+22  6.22298240E+001  4.79171310E+001  4.85892383E+001  4.98505668E+001  5.18088319E+001  5.46128016E+001  5.85424843E+001  6.38842458E+001  7.08599654E+001  7.87777437E+001  8.45386382E+001  8.42524901E+001  8.30226121E+001  1.02121571E-007  7.39251623E-026  6.27915815E-023  2.68811418E-011  7.78745588E-011  2.06071044E-025  1.16769546E-020  5.09934172E-011  1.01894440E-024  4.94583977E-023  2.58578771E-019  2.21309199E-022  5.42034767E-023  5.26430669E-022  2.81168976E-019  4.80002684E-025  9.42868676E-020 -2.05009116E-024  3.72312424E-025  1.35837577E-019  8.77657222E-021  1.18579894E-020  6.60719575E-022  2.80793227E-019  1.26030316E-021  0.00000000E+000  2.04754304E-020  0.00000000E+000
   1.02170714E+22  6.22172082E+001  4.79171310E+001  4.85892382E+001  4.98505667E+001  5.18088319E+001  5.46128016E+001  5.85424842E+001  6.38842457E+001  7.08599653E+001  7.87777437E+001  8.45386381E+001  8.42524900E+001  8.30226121E+001  1.02116988E-007  6.97042004E-026  7.20355369E-023  2.68812660E-011  7.78737368E-011  2.06499339E-025  1.10102234E-020  5.09924710E-011  9.45138951E-025  4.94573911E-023  2.58592642E-019  2.21309186E-022  5.42046470E-023  5.26425338E-022  2.81196897E-019  4.79934854E-025  9.42557365E-020 -2.05451213E-024  3.72183434E-025  1.35924463E-019  8.77348414E-021  1.18465362E-020  6.60656599E-022  2.80821027E-019  1.26068444E-021  0.00000000E+000  2.04891736E-020  0.00000000E+000
   1.02584920E+22  6.22040120E+001  4.79171309E+001  4.85892381E+001  4.98505667E+001  5.18088318E+001  5.46128015E+001  5.85424842E+001  6.38842457E+001  7.08599653E+001  7.87777437E+001  8.45386381E+001  8.42524900E+001  8.30226120E+001  1.02112643E-007  6.60857121E-026  8.29915020E-023  2.68813708E-011  7.78729691E-011  2.06949436E-025  1.04386569E-020  5.09915985E-011  8.77192155E-025  4.94564520E-023  2.58608239E-019  2.21309173E-022  5.42056820E-023  5.26420255E-022  2.81227207E-019  4.79865414E-025  9.42219731E-020 -2.05917797E-024  3.72052217E-025  1.36017319E-019  8.77025873E-021  1.18348822E-020  6.60592609E-022  2.80851221E-019  1.26109495E-021  0.00000000E+000  2.05035455E-020  0.00000000E+000
   1.02999125E+22  6.21902308E+001  4.79171309E+001  4.85892381E+001  4.98505666E+001  5.18088318E+001  5.46128015E+001  5.85424841E+001  6.38842456E+001  7.08599653E+001  7.87777436E+001  8.45386381E+001  8.42524900E+001  8.30226120E+001  1.02108523E-007  6.30572328E-026  9.59303764E-023  2.68814573E-011  7.78722541E-011  2.07421634E-025  9.96028633E-021  5.09907971E-011  8.14689067E-025  4.94555776E-023  2.58625540E-019  2.21309159E-022  5.42065849E-023  5.26415406E-022  2.81259891E-019  4.79794245E-025  9.41855377E-020 -2.06408942E-024  3.71918696E-025  1.36116154E-019  8.76689494E-021  1.18230461E-020  6.60527420E-022  2.80883791E-019  1.26153479E-021  0.00000000E+000  2.05185505E-020  0.00000000E+000
   1.03413331E+22  6.21758600E+001  4.79171308E+001  4.85892381E+001  4.98505666E+001  5.18088317E+001  5.46128014E+001  5.85424841E+001  6.38842456E+001  7.08599652E+001  7.87777436E+001  8.45386381E+001  8.42524900E+001  8.30226120E+001  1.02104617E-007  6.06134058E-026  1.11169697E-022  2.68815263E-011  7.78715906E-011  2.07916251E-025  9.57426535E-021  5.09900646E-011  7.57248272E-025  4.94547661E-023  2.58644527E-019  2.21309146E-022  5.42073574E-023  5.26410773E-022  2.81294933E-019  4.79721242E-025  9.41463947E-020 -2.06924739E-024  3.71782800E-025  1.36220981E-019  8.76339167E-021  1.18110452E-020  6.60460875E-022  2.80918724E-019  1.26200407E-021  0.00000000E+000  2.05341932E-020  0.00000000E+000
   1.03827537E+22  6.21605354E+001  4.79171308E+001  4.85892380E+001  4.98505665E+001  5.18088317E+001  5.46128014E+001  5.85424841E+001  6.38842455E+001  7.08599652E+001  7.87777436E+001  8.45386381E+001  8.42524900E+001  8.30226120E+001  1.02100884E-007  5.87564104E-026  1.29086403E-022  2.68815767E-011  7.78709749E-011  2.08446032E-025  9.28093812E-021  5.09893984E-011  7.04519645E-025  4.94540121E-023  2.58665816E-019  2.21309132E-022  5.42079962E-023  5.26406324E-022  2.81333366E-019  4.79644588E-025  9.41022368E-020 -2.07482929E-024  3.71641773E-025  1.36335738E-019  8.75965920E-021  1.17987604E-020  6.60387796E-022  2.80957057E-019  1.26252345E-021  0.00000000E+000  2.05508693E-020  0.00000000E+000
   1.04241743E+22  6.21462107E+001  4.79171307E+001  4.85892380E+001  4.98505665E+001  5.18088317E+001  5.46128014E+001  5.85424840E+001  6.38842455E+001  7.08599651E+001  7.87777435E+001  8.45386381E+001  8.42524900E+001  8.30226120E+001  1.02097480E-007  5.74965844E-026  1.50127881E-022  2.68816199E-011  7.78704239E-011  2.08943796E-025  9.08193783E-021  5.09888042E-011  6.56181382E-025  4.94533349E-023  2.58685978E-019  2.21309119E-022  5.42085198E-023  5.26402114E-022  2.81369521E-019  4.79573607E-025  9.40654419E-020 -2.07987570E-024  3.71510230E-025  1.36439044E-019  8.75617911E-021  1.17869461E-020  6.60335609E-022  2.80993095E-019  1.26298105E-021  0.00000000E+000  2.05664530E-020  0.00000000E+000
   1.04655949E+22  6.21313150E+001  4.79171307E+001  4.85892379E+001  4.98505665E+001  5.18088316E+001  5.46128013E+001  5.85424840E+001  6.38842454E+001  7.08599651E+001  7.87777435E+001  8.45386381E+001  8.42524900E+001  8.30226120E+001  1.02094269E-007  5.68530618E-026  1.74812789E-022  2.68816482E-011  7.78699245E-011  2.09462930E-025  8.98028643E-021  5.09882765E-011  6.11939810E-025  4.94527183E-023  2.58707702E-019  2.21309106E-022  5.42089101E-023  5.26398138E-022  2.81407888E-019  4.79500766E-025  9.40260740E-020 -2.08515777E-024  3.71376430E-025  1.36547968E-019  8.75256419E-021  1.17750260E-020  6.60282278E-022  2.81031342E-019  1.26346669E-021  0.00000000E+000  2.05826531E-020  0.00000000E+000
   1.05070154E+22  6.21158457E+001  4.79171307E+001  4.85892379E+001  4.98505664E+001  5.18088316E+001  5.46128013E+001  5.85424839E+001  6.38842454E+001  7.08599651E+001  7.87777435E+001  8.45386380E+001  8.42524900E+001  8.30226120E+001  1.02091243E-007  5.68548258E-026  2.03757944E-022  2.68816619E-011  7.78694774E-011  2.10004405E-025  8.98056188E-021  5.09878157E-011  5.71526040E-025  4.94521624E-023  2.58731016E-019  2.21309093E-022  5.42091630E-023  5.26394314E-022  2.81448496E-019  4.79425989E-025  9.39841312E-020 -2.09067586E-024  3.71240333E-025  1.36662537E-019  8.74881388E-021  1.17630148E-020  6.60227783E-022  2.81071833E-019  1.26398033E-021  0.00000000E+000  2.05994722E-020  0.00000000E+000
   1.05484360E+22  6.20998006E+001  4.79171306E+001  4.85892379E+001  4.98505664E+001  5.18088316E+001  5.46128013E+001  5.85424839E+001  6.38842454E+001  7.08599650E+001  7.87777435E+001  8.45386380E+001  8.42524899E+001  8.30226120E+001  1.02088397E-007  5.75418021E-026  2.37684303E-022  2.68816617E-011  7.78690842E-011  2.10568501E-025  9.08907055E-021  5.09874228E-011  5.34694799E-025  4.94516684E-023  2.58755916E-019  2.21309080E-022  5.42092729E-023  5.26390626E-022  2.81491341E-019  4.79349257E-025  9.39396204E-020 -2.09642967E-024  3.71101936E-025  1.36782785E-019  8.74492769E-021  1.17508694E-020  6.60172165E-022  2.81114565E-019  1.26452185E-021  0.00000000E+000  2.06169118E-020  0.00000000E+000
   1.05898566E+22  6.20831722E+001  4.79171306E+001  4.85892378E+001  4.98505664E+001  5.18088315E+001  5.46128012E+001  5.85424839E+001  6.38842454E+001  7.08599650E+001  7.87777435E+001  8.45386380E+001  8.42524899E+001  8.30226120E+001  1.02085730E-007  5.89662796E-026  2.77406260E-022  2.68816477E-011  7.78687468E-011  2.11155706E-025  9.31407167E-021  5.09870993E-011  5.01222931E-025  4.94512376E-023  2.58782408E-019  2.21309067E-022  5.42092325E-023  5.26387055E-022  2.81536451E-019  4.79270537E-025  9.38925198E-020 -2.10251785E-024  3.70961207E-025  1.36908715E-019  8.74090381E-021  1.17386480E-020  6.60115422E-022  2.81159565E-019  1.26510301E-021  0.00000000E+000  2.06349797E-020  0.00000000E+000
   1.06305868E+22  6.20656911E+001  4.79171306E+001  4.85892378E+001  4.98505663E+001  5.18088315E+001  5.46128012E+001  5.85424839E+001  6.38842453E+001  7.08599650E+001  7.87777435E+001  8.45386380E+001  8.42524899E+001  8.30226119E+001  1.02083230E-007  6.11504554E-026  3.23143157E-022  2.68816180E-011  7.78684672E-011  2.11775765E-025  9.65907120E-021  5.09868495E-011  4.71388618E-025  4.94508722E-023  2.58811002E-019  2.21309053E-022  5.42090322E-023  5.26383602E-022  2.81584637E-019  4.79188502E-025  9.38418325E-020 -2.10901560E-024  3.70816372E-025  1.37042287E-019  8.73671157E-021  1.17264440E-020  6.60055505E-022  2.81207644E-019  1.26573416E-021  0.00000000E+000  2.06539679E-020  0.00000000E+000
