     NH               Temp.Gaz         Td.01            Td.02            Td.03            Td.04            Td.05            Td.06            Td.07            Td.08            Td.09            Td.10            Td.11            Td.12            Ionisation       Pd.h2            Pd.co            FH2chi           DH2chi           FH2grain         DH2phot          FH2.ElRi         Cho.Ph.Gr        Cho.H2.Gr        Cho.photons      Cho.RC           Cho.ph.sec       Cho.eq.chi       Cho.total        Ref.C.tot        Ref.O.tot        Ref.S.tot        Ref.C+.tot       Ref.CO.tot       Ref.C*O.tot      Ref.H2O.tot      Ref.CS.tot       Ref.total        Cho.casc.H2      Ref.casc.H2      Cho.gas.gr       Ref.gas.gr    
   2.94577844E+21  1.50146781E+002  4.80073003E+001  4.86795611E+001  4.99412225E+001  5.18999523E+001  5.47047478E+001  5.86354169E+001  6.39775537E+001  7.09523364E+001  7.88549328E+001  8.45929503E+001  8.43023478E+001  8.30737745E+001  2.10826210E-005  2.26746078E-016  1.98816122E-011  9.21858939E-011  4.04136653E-010  2.13142709E-026  3.58226458E-011  3.47774689E-010  1.14336434E-018  3.41527242E-022  4.62091803E-018  2.21539063E-022  7.76531330E-024  3.41542577E-020  5.79900747E-018  1.70481187E-020  5.05532644E-018  8.98814234E-021  5.80170164E-020  1.58618827E-019  2.17425805E-021  6.42335254E-024  1.62552688E-023  5.79908443E-018  0.00000000E+000  8.11586152E-020  0.00000000E+000  1.39123856E-019
   2.98761006E+21  1.48435815E+002  4.80006520E+001  4.86728997E+001  4.99345340E+001  5.18932251E+001  5.46979560E+001  5.86285476E+001  6.39706425E+001  7.09454878E+001  7.88490355E+001  8.45886634E+001  8.42984047E+001  8.30697334E+001  1.96241498E-005  1.88528830E-016  1.59865940E-011  8.34710154E-011  3.64618547E-010  1.79124257E-026  2.97850896E-011  3.10932939E-010  1.04940155E-018  3.05273870E-022  4.57791911E-018  2.21539603E-022  7.86142709E-024  2.90575154E-020  5.65691286E-018  1.71377688E-020  4.91440403E-018  9.55126952E-021  5.16669434E-020  1.80925539E-019  2.48751006E-021  7.09480740E-024  1.72184670E-023  5.65699441E-018  0.00000000E+000  7.70196879E-020  0.00000000E+000  1.35026552E-019
   3.02944168E+21  1.46762261E+002  4.79945079E+001  4.86667436E+001  4.99283530E+001  5.18870087E+001  5.46916803E+001  5.86222007E+001  6.39642581E+001  7.09391622E+001  7.88436015E+001  8.45847255E+001  8.42947832E+001  8.30660213E+001  1.82546749E-005  1.56831997E-016  1.28164636E-011  7.57155293E-011  3.29780464E-010  1.51447993E-026  2.47775693E-011  2.78842333E-010  9.63251239E-019  2.73702893E-022  4.53278140E-018  2.21539950E-022  7.93837322E-024  2.46282223E-020  5.52116404E-018  1.71697081E-020  4.77542801E-018  1.01377925E-020  4.58100613E-020  2.06367837E-019  2.84641265E-021  7.84674941E-024  1.82060970E-023  5.52123695E-018  0.00000000E+000  7.31098058E-020  0.00000000E+000  1.31051091E-019
   3.07127330E+21  1.45113501E+002  4.79888285E+001  4.86610534E+001  4.99226400E+001  5.18812634E+001  5.46858805E+001  5.86163355E+001  6.39583591E+001  7.09333184E+001  7.88385934E+001  8.45811070E+001  8.42914562E+001  8.30626106E+001  1.69703839E-005  1.30524478E-016  1.02487526E-011  6.87963871E-011  2.98969521E-010  1.28835960E-026  2.06214193E-011  2.50794154E-010  8.84260325E-019  2.46114591E-022  4.48543212E-018  2.21540101E-022  7.99527938E-024  2.07948441E-020  5.39096294E-018  1.71409797E-020  4.63759761E-018  1.07423847E-020  4.04270908E-020  2.35128130E-019  3.25427295E-021  8.68881610E-024  1.92069062E-023  5.39102510E-018  0.00000000E+000  6.93891395E-020  0.00000000E+000  1.27165902E-019
   3.11310492E+21  1.43476612E+002  4.79835779E+001  4.86557928E+001  4.99173586E+001  5.18759523E+001  5.46805193E+001  5.86109142E+001  6.39529075E+001  7.09279186E+001  7.88339768E+001  8.45777814E+001  8.42883990E+001  8.30594759E+001  1.57669036E-005  1.08675114E-016  8.17211183E-012  6.26116453E-011  2.71647807E-010  1.10297497E-026  1.71695520E-011  2.26205224E-010  8.11828064E-019  2.21933343E-022  4.43578638E-018  2.21540046E-022  8.03083355E-024  1.74898250E-020  5.26555577E-018  1.70474539E-020  4.50004212E-018  1.13574805E-020  3.54964877E-020  2.67492019E-019  3.71604234E-021  9.63134307E-024  2.02072047E-023  5.26560686E-018  0.00000000E+000  6.58216164E-020  0.00000000E+000  1.23339679E-019
   3.15493654E+21  1.41840592E+002  4.79787226E+001  4.86509284E+001  4.99124751E+001  5.18710417E+001  5.46755627E+001  5.86059023E+001  6.39478685E+001  7.09229280E+001  7.88297201E+001  8.45747240E+001  8.42855888E+001  8.30565942E+001  1.46401456E-005  9.05175626E-017  6.49917087E-012  5.70792821E-011  2.47383557E-010  9.50631522E-027  1.43009117E-011  2.04604682E-010  7.45404635E-019  2.00694511E-022  4.38377208E-018  2.21539779E-022  8.04390970E-024  1.46521870E-020  5.14425918E-018  1.68857278E-020  4.36208200E-018  1.19739152E-020  3.09982641E-020  3.03597407E-019  4.23484974E-021  1.06858904E-023  2.11923667E-023  5.14429888E-018  0.00000000E+000  6.23793458E-020  0.00000000E+000  1.19546560E-019
   3.19666721E+21  1.40197226E+002  4.79742425E+001  4.86464401E+001  4.99079693E+001  5.18665111E+001  5.46709898E+001  5.86012788E+001  6.39432207E+001  7.09183254E+001  7.88258037E+001  8.45719192E+001  8.42830112E+001  8.30539506E+001  1.35878117E-005  7.54526680E-017  5.15370529E-012  5.21382113E-011  2.25851072E-010  8.25487935E-027  1.19208508E-011  1.85633231E-010  6.84624709E-019  1.82043502E-022  4.32942157E-018  2.21539287E-022  8.03254573E-024  1.22299458E-020  5.02668785E-018  1.66507456E-020  4.22320214E-018  1.25780699E-020  2.69184811E-020  3.43679977E-019  4.81555398E-021  1.18613705E-023  2.21414401E-023  5.02671587E-018  0.00000000E+000  5.90433523E-020  0.00000000E+000  1.15767906E-019
   3.23839788E+21  1.38537164E+002  4.79700975E+001  4.86422875E+001  4.99038006E+001  5.18623198E+001  5.46667596E+001  5.85970019E+001  6.39389221E+001  7.09140690E+001  7.88221905E+001  8.45693388E+001  8.42806403E+001  8.30515187E+001  1.26039535E-005  6.29147365E-017  4.07809563E-012  4.77214666E-011  2.06711294E-010  7.22423759E-027  9.94000495E-012  1.68929396E-010  6.28865031E-019  1.65623964E-022  4.27258243E-018  2.21538568E-022  7.99646565E-024  1.01678679E-020  4.91201049E-018  1.63415586E-020  4.08292890E-018  1.31598685E-020  2.32296975E-020  3.87508281E-019  5.45678206E-021  1.31740932E-023  2.30416190E-023  4.91202660E-018  0.00000000E+000  5.57949548E-020  0.00000000E+000  1.11983183E-019
   3.28012855E+21  1.36856132E+002  4.79662618E+001  4.86384448E+001  4.98999432E+001  5.18584417E+001  5.46628456E+001  5.85930450E+001  6.39349458E+001  7.09101322E+001  7.88188563E+001  8.45669645E+001  8.42784590E+001  8.30492810E+001  1.16852771E-005  5.24757200E-017  3.22261961E-012  4.37826235E-011  1.89723688E-010  6.37645088E-027  8.29075347E-012  1.54231436E-010  5.77707135E-019  1.51177802E-022  4.21323284E-018  2.21537620E-022  7.93538272E-024  8.42179085E-021  4.79974242E-018  1.59579895E-020  3.94123015E-018  1.37063644E-020  1.99142091E-020  4.34697952E-019  6.15529129E-021  1.46384172E-023  2.38769631E-023  4.79974647E-018  0.00000000E+000  5.26274897E-020  0.00000000E+000  1.08184039E-019
   3.32185921E+21  1.35150093E+002  4.79627116E+001  4.86348883E+001  4.98963731E+001  5.18548526E+001  5.46592235E+001  5.85893835E+001  6.39312668E+001  7.09064900E+001  7.88157790E+001  8.45647791E+001  8.42764517E+001  8.30472215E+001  1.08281637E-005  4.37808471E-017  2.54308553E-012  4.02784232E-011  1.74668874E-010  5.68059334E-027  6.91705066E-012  1.41307176E-010  5.30766390E-019  1.38476146E-022  4.15134212E-018  2.21536439E-022  7.84857651E-024  6.95075699E-021  4.68942713E-018  1.54989362E-020  3.79803072E-018  1.42031011E-020  1.69515487E-020  4.84934536E-019  6.90913126E-021  1.62687029E-023  2.46291973E-023  4.68941913E-018  0.00000000E+000  4.95358439E-020  0.00000000E+000  1.04363040E-019
   3.36358989E+21  1.33419541E+002  4.79594251E+001  4.86315959E+001  4.98930684E+001  5.18515305E+001  5.46558710E+001  5.85859945E+001  6.39278622E+001  7.09031199E+001  7.88129383E+001  8.45627672E+001  8.42746040E+001  8.30453256E+001  1.00297121E-005  3.65365455E-017  2.00539453E-012  3.71733870E-011  1.61366792E-010  5.11193499E-027  5.77251828E-012  1.29965655E-010  4.87692192E-019  1.27330795E-022  4.08693632E-018  2.21535030E-022  7.73648990E-024  5.71902455E-021  4.58070414E-018  1.49669159E-020  3.65370388E-018  1.46369229E-020  1.43231210E-020  5.37509004E-019  7.71098984E-021  1.80799702E-023  2.52833485E-023  4.58068426E-018  0.00000000E+000  4.65236801E-020  0.00000000E+000  1.00523152E-019
   3.40532056E+21  1.31660342E+002  4.79563821E+001  4.86285477E+001  4.98900087E+001  5.18484548E+001  5.46527673E+001  5.85828574E+001  6.39247111E+001  7.09000010E+001  7.88103154E+001  8.45609147E+001  8.42729029E+001  8.30435799E+001  9.28592573E-006  3.04985493E-017  1.57798895E-012  3.44274048E-011  1.49623978E-010  4.64964738E-027  4.81856705E-012  1.20014923E-010  4.48160189E-019  1.17552650E-022  4.01997267E-018  2.21533379E-022  7.59730084E-024  4.69208784E-021  4.47317164E-018  1.43584898E-020  3.50804597E-018  1.49919034E-020  1.20035843E-020  5.92291835E-019  8.56218060E-021  2.00856990E-023  2.58150107E-023  4.47314025E-018  0.00000000E+000  4.35868010E-020  0.00000000E+000  9.66572201E-020
   3.44705123E+21  1.29876604E+002  4.79535642E+001  4.86257248E+001  4.98871755E+001  5.18456069E+001  5.46498936E+001  5.85799527E+001  6.39217940E+001  7.08971138E+001  7.88078932E+001  8.45592084E+001  8.42713364E+001  8.30419722E+001  8.59433367E-006  2.54649555E-017  1.23938473E-012  3.20108491E-011  1.39295548E-010  4.27744500E-027  4.02329980E-012  1.11307829E-010  4.11877036E-019  1.08996782E-022  3.95053312E-018  2.21531494E-022  7.43176574E-024  3.84159814E-021  4.36658971E-018  1.36777710E-020  3.36169785E-018  1.52571570E-020  9.97298922E-021  6.48394681E-019  9.45331823E-021  2.23001522E-023  2.62083808E-023  4.36654731E-018  0.00000000E+000  4.07349576E-020  0.00000000E+000  9.27763726E-020
   3.48878191E+21  1.28075903E+002  4.79509541E+001  4.86231103E+001  4.98845513E+001  5.18429693E+001  5.46472322E+001  5.85772629E+001  6.39190931E+001  7.08944408E+001  7.88056559E+001  8.45576366E+001  8.42698935E+001  8.30404912E+001  7.95282616E-006  2.12678891E-017  9.72017208E-013  2.98971661E-011  1.30252953E-010  3.98209092E-027  3.36019502E-012  1.03715853E-010  3.78574757E-019  1.01536651E-022  3.87877242E-018  2.21529385E-022  7.24165159E-024  3.14245459E-021  4.26081994E-018  1.29318665E-020  3.21558554E-018  1.54255466E-020  8.21128770E-021  7.04717307E-019  1.03718431E-020  2.47370466E-023  2.64521063E-023  4.26076703E-018  0.00000000E+000  3.79817882E-020  0.00000000E+000  8.88988696E-020
   3.53051258E+21  1.26276493E+002  4.79485362E+001  4.86206883E+001  4.98821205E+001  5.18405262E+001  5.46447671E+001  5.85747715E+001  6.39165918E+001  7.08919656E+001  7.88035890E+001  8.45561882E+001  8.42685642E+001  8.30391266E+001  7.36059233E-006  1.77681864E-017  7.63075863E-013  2.80693368E-011  1.22408617E-010  3.75328823E-027  2.80726686E-012  9.71464533E-011  3.48010944E-019  9.50811477E-023  3.80504826E-018  2.21527093E-022  7.03308616E-024  2.57393538E-021  4.15595678E-018  1.21397824E-020  3.07166829E-018  1.54990879E-020  6.70257867E-021  7.59271747E-019  1.12914409E-020  2.74109981E-023  2.65573472E-023  4.15589342E-018  0.00000000E+000  3.53539544E-020  0.00000000E+000  8.50649741E-020
   3.57224326E+21  1.24489595E+002  4.79462959E+001  4.86184442E+001  4.98798682E+001  5.18382627E+001  5.46424833E+001  5.85724636E+001  6.39142750E+001  7.08896730E+001  7.88016791E+001  8.45548534E+001  8.42673392E+001  8.30378690E+001  6.81542543E-006  1.48493019E-017  5.99643457E-013  2.65018700E-011  1.15643895E-010  3.58187668E-027  2.34610272E-012  9.14880619E-011  3.19959962E-019  8.95204812E-023  3.72966498E-018  2.21524638E-022  6.80941920E-024  2.11528209E-021  4.05205808E-018  1.13127343E-020  2.93102388E-018  1.54790266E-020  5.42343871E-021  8.10982875E-019  1.21983752E-020  3.03339996E-023  2.65269855E-023  4.05198431E-018  0.00000000E+000  3.28635667E-020  0.00000000E+000  8.12985423E-020
   3.61397393E+21  1.22731020E+002  4.79442197E+001  4.86163647E+001  4.98777812E+001  5.18361652E+001  5.46403672E+001  5.85703251E+001  6.39121287E+001  7.08875493E+001  7.87999141E+001  8.45536228E+001  8.42662101E+001  8.30367098E+001  6.31560769E-006  1.24144951E-017  4.72148017E-013  2.51733703E-011  1.09859303E-010  3.46043073E-027  1.96141880E-012  8.66473067E-011  2.94216049E-019  8.47627956E-023  3.65306053E-018  2.21522052E-022  6.57617595E-024  1.74880505E-021  3.94933825E-018  1.04675402E-020  2.79510242E-018  1.53729112E-020  4.35194319E-021  8.58525433E-019  1.30740258E-020  3.35182000E-023  2.63794936E-023  3.94925359E-018  0.00000000E+000  3.05258656E-020  0.00000000E+000  7.76319207E-020
   3.65570461E+21  1.21015274E+002  4.79422954E+001  4.86144372E+001  4.98758468E+001  5.18342214E+001  5.46384061E+001  5.85683434E+001  6.39101400E+001  7.08855817E+001  7.87982825E+001  8.45524883E+001  8.42651693E+001  8.30356410E+001  5.85913116E-006  1.03830307E-017  3.72735861E-013  2.40613305E-011  1.04953814E-010  3.38255528E-027  1.64045983E-012  8.25329139E-011  2.70589742E-019  8.07183368E-023  3.57572126E-018  2.21519365E-022  6.33865171E-024  1.45863405E-021  3.84807821E-018  9.61996462E-021  2.66510264E-018  1.51908498E-020  3.46484605E-021  9.00908131E-019  1.39034199E-020  3.69751531E-023  2.61387213E-023  3.84798196E-018  0.00000000E+000  2.83507810E-020  0.00000000E+000  7.40933428E-020
   3.69743529E+21  1.19355697E+002  4.79405115E+001  4.86126504E+001  4.98740537E+001  5.18324195E+001  5.46365883E+001  5.85665066E+001  6.39082970E+001  7.08837582E+001  7.87967742E+001  8.45514420E+001  8.42642096E+001  8.30346555E+001  5.44382456E-006  8.68765675E-018  2.95187698E-013  2.31431074E-011  1.00828695E-010  3.34266855E-027  1.37260071E-012  7.90581693E-011  2.48906718E-019  7.73018738E-023  3.49818139E-018  2.21516606E-022  6.10196684E-024  1.23088494E-021  3.74862392E-018  8.78483080E-021  2.54200387E-018  1.49450907E-020  2.73883617E-021  9.37437220E-019  1.46746987E-020  4.07164937E-023  2.58345622E-023  3.74851531E-018  0.00000000E+000  2.63438777E-020  0.00000000E+000  7.07073802E-020
   3.73916597E+21  1.17763212E+002  4.79388574E+001  4.86109937E+001  4.98723912E+001  5.18307490E+001  5.46349031E+001  5.85648039E+001  6.39065888E+001  7.08820682E+001  7.87953794E+001  8.45504769E+001  8.42633244E+001  8.30337464E+001  5.06730728E-006  7.27231374E-018  2.34554929E-013  2.23956095E-011  9.73862681E-011  3.33574310E-027  1.14898459E-012  7.61396319E-011  2.29006357E-019  7.44314319E-023  3.42099423E-018  2.21513799E-022  5.87040149E-024  1.05352052E-021  3.65135592E-018  7.97427381E-021  2.42645870E-018  1.46485493E-020  2.15098323E-021  9.67801518E-019  1.53806207E-020  4.47542686E-023  2.54988722E-023  3.65123439E-018  0.00000000E+000  2.45056881E-020  0.00000000E+000  6.74926392E-020
   3.78089666E+21  1.16245290E+002  4.79373236E+001  4.86094574E+001  4.98708496E+001  5.18292000E+001  5.46333405E+001  5.85632251E+001  6.39050051E+001  7.08805015E+001  7.87940895E+001  8.45495865E+001  8.42625079E+001  8.30329079E+001  4.72698550E-006  6.09029565E-018  1.86858997E-013  2.17951428E-011  9.45292849E-011  3.35710892E-027  9.62232313E-013  7.36963679E-011  2.10740547E-019  7.20275380E-023  3.34470033E-018  2.21510959E-022  5.64666816E-024  9.16224407E-022  3.55665629E-018  7.19592306E-021  2.31871071E-018  1.43133876E-020  1.67926220E-021  9.92127130E-019  1.60198552E-020  4.91010124E-023  2.51589289E-023  3.55652172E-018  0.00000000E+000  2.28315904E-020  0.00000000E+000  6.44600141E-020
   3.82262734E+21  1.14812195E+002  4.79359009E+001  4.86080325E+001  4.98694197E+001  5.18277634E+001  5.46318913E+001  5.85617610E+001  6.39035367E+001  7.08790489E+001  7.87928963E+001  8.45487649E+001  8.42617546E+001  8.30321341E+001  4.42063841E-006  5.10279504E-018  1.49388925E-013  2.13227853E-011  9.21808103E-011  3.40253974E-027  8.06212627E-013  7.16642340E-011  1.93973814E-019  7.00272417E-023  3.26991431E-018  2.21508121E-022  5.43525957E-024  8.10838184E-022  3.46499593E-018  6.46172725E-021  2.21925904E-018  1.39543896E-020  1.30510243E-021  1.01035234E-018  1.65870087E-020  5.37735569E-023  2.48624530E-023  3.46484842E-018  0.00000000E+000  2.13193911E-020  0.00000000E+000  6.16254300E-020
   3.86435802E+21  1.13469606E+002  4.79345811E+001  4.86067107E+001  4.98680934E+001  5.18264308E+001  5.46305472E+001  5.85604030E+001  6.39021750E+001  7.08777018E+001  7.87917924E+001  8.45480066E+001  8.42610595E+001  8.30314200E+001  4.14577110E-006  4.27743636E-018  1.19844148E-013  2.09588082E-011  9.02629667E-011  3.46788787E-027  6.75810436E-013  6.99799670E-011  1.78580918E-019  6.83684758E-023  3.19718227E-018  2.21505307E-022  5.23851564E-024  7.30418319E-022  3.37678872E-018  5.77773757E-021  2.12812853E-018  1.35835558E-020  1.01101553E-021  1.02286669E-018  1.70833149E-020  5.87909068E-023  2.46496489E-023  3.37662921E-018  0.00000000E+000  1.99616291E-020  0.00000000E+000  5.89952616E-020
   3.90608871E+21  1.12221439E+002  4.79333566E+001  4.86054844E+001  4.98668629E+001  5.18251945E+001  5.46293002E+001  5.85591433E+001  6.39009119E+001  7.08764523E+001  7.87907710E+001  8.45473065E+001  8.42604178E+001  8.30307609E+001  3.89991392E-006  3.58728006E-018  9.64596079E-014  2.06851985E-011  8.87061298E-011  3.54914756E-027  5.66769475E-013  6.85876998E-011  1.64446628E-019  6.69964500E-023  3.12700620E-018  2.21502542E-022  5.05803546E-024  6.69359332E-022  3.29241575E-018  5.14791178E-021  2.04518547E-018  1.32114776E-020  7.81795372E-022  1.03019623E-018  1.75119691E-020  6.41761054E-023  2.45623008E-023  3.29224584E-018  0.00000000E+000  1.87494435E-020  0.00000000E+000  5.65722915E-020
   3.94781939E+21  1.11070145E+002  4.79322203E+001  4.86043464E+001  4.98657210E+001  5.18240474E+001  5.46281432E+001  5.85579745E+001  6.38997402E+001  7.08752933E+001  7.87898256E+001  8.45466602E+001  8.42598255E+001  8.30301523E+001  3.68066062E-006  3.00990748E-018  7.79022915E-014  2.04859871E-011  8.74497562E-011  3.64246195E-027  4.75547740E-013  6.74393165E-011  1.51465009E-019  6.58639897E-023  3.05982899E-018  2.21499855E-022  4.89487809E-024  6.23208423E-022  3.21220947E-018  4.57469183E-021  1.97019211E-018  1.28472256E-020  6.04534071E-022  1.03293030E-018  1.78772134E-020  6.99572036E-023  2.46457406E-023  3.21203139E-018  0.00000000E+000  1.76732917E-020  0.00000000E+000  5.43565168E-020
   3.98955008E+21  1.10016010E+002  4.79311657E+001  4.86032902E+001  4.98646613E+001  5.18229829E+001  5.46270695E+001  5.85568899E+001  6.38986531E+001  7.08742179E+001  7.87889506E+001  8.45460633E+001  8.42592786E+001  8.30295904E+001  3.48563654E-006  2.52665195E-018  6.31190161E-014  2.03467339E-011  8.64400678E-011  3.74413900E-027  3.99196005E-013  6.64925298E-011  1.39538693E-019  6.49296419E-023  2.99600595E-018  2.21497268E-022  4.74913063E-024  5.88428563E-022  3.13642424E-018  4.05792538E-021  1.90275391E-018  1.24977274E-020  4.68318754E-022  1.03174892E-018  1.81851485E-020  7.61670055E-023  2.49438967E-023  3.13624073E-018  0.00000000E+000  1.67226099E-020  0.00000000E+000  5.23439639E-020
   4.03128076E+21  1.09057610E+002  4.79301868E+001  4.86023098E+001  4.98636776E+001  5.18219948E+001  5.46260729E+001  5.85558832E+001  6.38976442E+001  7.08732200E+001  7.87881405E+001  8.45455120E+001  8.42587735E+001  8.30290714E+001  3.31254496E-006  2.12197280E-018  5.12867427E-014  2.02547925E-011  8.56305993E-011  3.85071931E-027  3.35258934E-013  6.57110658E-011  1.28578323E-019  6.41578510E-023  2.93579931E-018  2.21494801E-022  4.62017883E-024  5.62257995E-022  3.06523016E-018  3.59557730E-021  1.84238037E-018  1.21678286E-020  3.64153167E-022  1.02735272E-018  1.84428124E-020  8.28432982E-023  2.55002204E-023  3.06504421E-018  0.00000000E+000  1.58861606E-020  0.00000000E+000  5.05277520E-020
