! N_H(cm-2)    T_gas(K)     X(H)        X(H2)       X(C)        X(CO)
 2.31426E+20 1.05326E+03 9.99938E-01 2.11007E-08 3.95860E-12 2.47267E-18
 2.40683E+20 1.05326E+03 9.99938E-01 2.15139E-08 4.02810E-12 2.54817E-18
 2.49940E+20 1.03681E+03 9.99939E-01 2.21245E-08 4.12705E-12 2.63013E-18
 2.59197E+20 1.03681E+03 9.99939E-01 2.25585E-08 4.19950E-12 2.71046E-18
 2.68454E+20 1.02061E+03 9.99939E-01 2.31936E-08 4.30269E-12 2.79775E-18
 2.77711E+20 1.02061E+03 9.99939E-01 2.36493E-08 4.37822E-12 2.88322E-18
 2.86968E+20 1.02061E+03 9.99939E-01 2.41144E-08 4.45507E-12 2.97129E-18
 2.96225E+20 1.02061E+03 9.99939E-01 2.45889E-08 4.53326E-12 3.06206E-18
 3.05482E+20 1.02061E+03 9.99939E-01 2.50732E-08 4.61282E-12 3.15560E-18
 3.14739E+20 1.00466E+03 9.99940E-01 2.57746E-08 4.72619E-12 3.25742E-18
 3.23996E+20 1.00466E+03 9.99940E-01 2.62832E-08 4.80913E-12 3.35695E-18
 3.33253E+20 9.96810E+02 9.99940E-01 2.69077E-08 4.91033E-12 3.46244E-18
 3.42511E+20 9.96810E+02 9.99940E-01 2.74397E-08 4.99649E-12 3.56824E-18
 3.51768E+20 9.89023E+02 9.99940E-01 2.80909E-08 5.10164E-12 3.68042E-18
 3.61025E+20 9.89023E+02 9.99940E-01 2.86473E-08 5.19115E-12 3.79289E-18
 3.70282E+20 9.89023E+02 9.99940E-01 2.92152E-08 5.28222E-12 3.90879E-18
 3.79539E+20 9.89023E+02 9.99940E-01 2.97457E-08 5.37488E-12 4.02820E-18
 3.88796E+20 9.81296E+02 9.99940E-01 3.04066E-08 5.48798E-12 4.15491E-18
 3.98053E+20 9.81296E+02 9.99940E-01 3.09678E-08 5.58424E-12 4.28185E-18
 4.07310E+20 9.81296E+02 9.99940E-01 3.15430E-08 5.68218E-12 4.41267E-18
 4.16567E+20 9.73630E+02 9.99941E-01 3.22531E-08 5.80173E-12 4.55155E-18
 4.25824E+20 9.73630E+02 9.99941E-01 3.28594E-08 5.90348E-12 4.69061E-18
 4.35081E+20 9.73630E+02 9.99941E-01 3.34807E-08 6.00700E-12 4.83392E-18
 4.44338E+20 9.73630E+02 9.99941E-01 3.41171E-08 6.11234E-12 4.97524E-18
 4.53595E+20 9.66023E+02 9.99941E-01 3.48974E-08 6.24093E-12 5.12527E-18
 4.62852E+20 9.66023E+02 9.99941E-01 3.55677E-08 6.35036E-12 5.27540E-18
 4.72109E+20 9.66023E+02 9.99941E-01 3.62543E-08 6.46170E-12 5.43031E-18
 5.55422E+20 9.43382E+02 9.99942E-01 4.32537E-08 7.63338E-12 7.08577E-18
 6.47993E+20 9.21272E+02 9.99942E-01 5.33685E-08 9.17605E-12 9.56582E-18
 7.40563E+20 8.92482E+02 9.99943E-01 6.65274E-08 1.10687E-11 1.29719E-17
 8.33134E+20 8.78537E+02 9.99944E-01 8.28444E-08 1.32567E-11 1.75883E-17
 9.25704E+20 8.51083E+02 9.99945E-01 1.04314E-07 1.59877E-11 2.39256E-17
 1.01827E+21 8.24486E+02 9.99946E-01 1.32003E-07 1.92795E-11 3.25496E-17
 1.11084E+21 7.98721E+02 9.99947E-01 1.67911E-07 2.32467E-11 4.42463E-17
 1.20342E+21 7.86241E+02 9.99947E-01 2.13785E-07 2.78295E-11 5.98961E-17
 1.29599E+21 7.61671E+02 9.99948E-01 2.75004E-07 3.35500E-11 8.10859E-17
 1.38856E+21 7.37869E+02 9.99949E-01 3.56043E-07 4.04439E-11 1.09429E-16
 1.48113E+21 7.14810E+02 9.99950E-01 4.65671E-07 4.87531E-11 1.47133E-16
 1.57370E+21 7.03641E+02 9.99950E-01 6.15813E-07 5.83517E-11 1.96595E-16
 1.66627E+21 6.81653E+02 9.99950E-01 8.31028E-07 7.03434E-11 2.62145E-16
 1.75884E+21 6.65676E+02 9.99951E-01 1.14312E-06 8.45045E-11 3.47784E-16
 1.85141E+21 6.50075E+02 9.99950E-01 1.61061E-06 1.01532E-10 4.59743E-16
 1.94398E+21 6.29760E+02 9.99950E-01 2.34942E-06 1.22458E-10 6.06152E-16
 1.99026E+21 6.24840E+02 9.99948E-01 3.24456E-06 1.34122E-10 7.00564E-16
 2.03655E+21 6.19958E+02 9.99947E-01 4.09232E-06 1.46821E-10 8.06521E-16
 2.04118E+21 6.19958E+02 9.99945E-01 4.81130E-06 1.48248E-10 8.27096E-16
 2.07821E+21 6.10271E+02 9.99945E-01 5.31070E-06 1.59945E-10 9.17795E-16
 2.11523E+21 6.05504E+02 9.99943E-01 6.63676E-06 1.72120E-10 1.03157E-15
 2.12912E+21 6.00773E+02 9.99940E-01 8.03397E-06 1.77439E-10 1.08791E-15
 2.15689E+21 5.96080E+02 9.99938E-01 9.13835E-06 1.87588E-10 1.18372E-15
 2.18466E+21 5.91423E+02 9.99934E-01 1.12352E-05 1.98433E-10 1.30074E-15
 2.21243E+21 5.91423E+02 9.99928E-01 1.40538E-05 2.09241E-10 1.44583E-15
 2.22169E+21 5.86802E+02 9.99922E-01 1.73138E-05 2.13928E-10 1.52278E-15
 2.24020E+21 5.82218E+02 9.99918E-01 1.93923E-05 2.22300E-10 1.61819E-15
 2.25872E+21 5.82218E+02 9.99910E-01 2.35473E-05 2.30420E-10 1.76689E-15
 2.27723E+21 5.82218E+02 9.99899E-01 2.91552E-05 2.38911E-10 1.95130E-15
 2.29575E+21 5.77669E+02 9.99883E-01 3.69448E-05 2.48574E-10 2.15399E-15
 2.31426E+21 5.73156E+02 9.99861E-01 4.80113E-05 2.58716E-10 2.41226E-15
 2.33277E+21 5.68678E+02 9.99830E-01 6.41027E-05 2.69392E-10 2.75328E-15
 2.35129E+21 5.64236E+02 9.99782E-01 8.78416E-05 2.80661E-10 3.21717E-15
 2.36055E+21 5.68644E+02 9.99717E-01 1.20663E-04 2.86361E-10 3.97364E-15
 2.36980E+21 5.64201E+02 9.99667E-01 1.45573E-04 2.92937E-10 4.37419E-15
 2.37906E+21 5.64201E+02 9.99605E-01 1.76552E-04 2.99189E-10 5.03185E-15
 2.38832E+21 5.59793E+02 9.99529E-01 2.15128E-04 3.06184E-10 5.62875E-15
 2.39757E+21 5.59793E+02 9.99435E-01 2.62321E-04 3.13020E-10 6.59881E-15
 2.40683E+21 5.55420E+02 9.99321E-01 3.19425E-04 3.20411E-10 7.45378E-15
 2.41146E+21 5.55420E+02 9.99193E-01 3.83696E-04 3.25122E-10 8.65905E-15
 2.42072E+21 5.51081E+02 9.99106E-01 4.27527E-04 3.31740E-10 9.20114E-15
 2.42997E+21 5.46775E+02 9.98935E-01 5.13388E-04 3.39409E-10 1.03825E-14
 2.44849E+21 5.42504E+02 9.98714E-01 6.24770E-04 3.52872E-10 1.21710E-14
 2.46700E+21 5.38265E+02 9.98254E-01 8.55459E-04 3.68763E-10 1.58611E-14
 2.48552E+21 5.29855E+02 9.97684E-01 1.14233E-03 3.84250E-10 1.93399E-14
 2.49940E+21 5.21576E+02 9.97038E-01 1.46630E-03 3.96490E-10 2.25940E-14
 2.50403E+21 5.13426E+02 9.96539E-01 1.71718E-03 4.01016E-10 2.37185E-14
 2.52254E+21 5.09415E+02 9.96226E-01 1.87453E-03 4.13921E-10 2.55878E-14
 2.54106E+21 5.01456E+02 9.95369E-01 2.30435E-03 4.29487E-10 2.92537E-14
 2.57809E+21 4.89703E+02 9.94191E-01 2.89482E-03 4.58505E-10 3.39898E-14
 2.59197E+21 4.82051E+02 9.92360E-01 3.81224E-03 4.77670E-10 4.12846E-14
 2.61974E+21 4.74519E+02 9.91160E-01 4.41327E-03 5.02975E-10 4.59381E-14
 2.64751E+21 4.67105E+02 9.89071E-01 5.45902E-03 5.35592E-10 5.46325E-14
 2.67528E+21 4.59806E+02 9.86684E-01 6.65337E-03 5.71522E-10 6.41287E-14
 2.68454E+21 4.56214E+02 9.84615E-01 7.68823E-03 5.92816E-10 7.18506E-14
 2.72157E+21 4.49086E+02 9.82695E-01 8.64882E-03 6.35054E-10 8.00820E-14
 2.75860E+21 4.45577E+02 9.78316E-01 1.08388E-02 7.00609E-10 1.06802E-13
 2.77711E+21 4.42096E+02 9.74075E-01 1.29598E-02 7.49080E-10 1.31249E-13
 2.81414E+21 4.38642E+02 9.69984E-01 1.50056E-02 8.15871E-10 1.61576E-13
 2.85117E+21 4.35215E+02 9.63097E-01 1.84495E-02 9.08005E-10 2.14413E-13
 2.86968E+21 4.35215E+02 9.56454E-01 2.17714E-02 9.84740E-10 2.73727E-13
 2.87431E+21 4.35215E+02 9.53168E-01 2.34142E-02 1.01844E-09 3.02506E-13
 2.91134E+21 4.28415E+02 9.48634E-01 2.56816E-02 1.08696E-09 3.31973E-13
 2.96225E+21 4.28415E+02 9.35469E-01 3.22639E-02 1.26713E-09 4.93740E-13
 3.01317E+21 4.28415E+02 9.15627E-01 4.21854E-02 1.52447E-09 7.75833E-13
 3.05482E+21 4.25068E+02 8.92156E-01 5.39209E-02 1.80360E-09 1.10414E-12
 3.09648E+21 4.28389E+02 8.66286E-01 6.68558E-02 2.19286E-09 1.69377E-12
 3.13814E+21 4.31736E+02 8.35219E-01 8.23894E-02 2.73183E-09 2.60180E-12
 3.14739E+21 4.38482E+02 8.09219E-01 9.53893E-02 3.32672E-09 3.65869E-12
 3.18442E+21 4.38482E+02 7.90428E-01 1.04785E-01 3.76598E-09 4.53934E-12
 3.23996E+21 4.45333E+02 7.43149E-01 1.28424E-01 5.35088E-09 7.83946E-12
 3.29551E+21 4.59250E+02 6.74677E-01 1.62660E-01 9.51094E-09 1.66558E-11
 3.33253E+21 4.80777E+02 6.10614E-01 1.94691E-01 1.93487E-08 3.67050E-11
 3.40659E+21 5.03313E+02 5.49481E-01 2.25256E-01 4.18002E-08 8.41166E-11
 3.42511E+21 5.26906E+02 5.00794E-01 2.49599E-01 8.81273E-08 1.90452E-10
 3.49916E+21 5.35139E+02 4.70187E-01 2.64902E-01 1.30484E-07 3.13733E-10
 3.51768E+21 5.47681E+02 4.45689E-01 2.77150E-01 2.07656E-07 5.83546E-10
 3.59173E+21 5.47681E+02 4.21709E-01 2.89140E-01 2.64649E-07 8.21325E-10
 3.61025E+21 5.56239E+02 4.11939E-01 2.94025E-01 3.68673E-07 1.28869E-09
 3.68430E+21 5.51893E+02 3.90334E-01 3.04828E-01 4.37736E-07 1.67122E-09
 3.70282E+21 5.56205E+02 3.84394E-01 3.07798E-01 5.58229E-07 2.31068E-09
 3.77687E+21 5.51860E+02 3.67425E-01 3.16283E-01 6.51524E-07 2.91770E-09
 3.79539E+21 5.51860E+02 3.59835E-01 3.20078E-01 7.79288E-07 3.67883E-09
 3.88796E+21 5.47548E+02 3.44406E-01 3.27793E-01 9.33650E-07 4.81180E-09
 3.98053E+21 5.43270E+02 3.27755E-01 3.36119E-01 1.25841E-06 7.17172E-09
 4.07310E+21 5.34782E+02 3.06821E-01 3.46587E-01 1.61417E-06 1.00019E-08
 4.16567E+21 5.28515E+02 2.91223E-01 3.54387E-01 2.08273E-06 1.38989E-08
 4.25824E+21 5.24386E+02 2.80307E-01 3.59845E-01 2.70920E-06 1.94159E-08
 4.35081E+21 5.18241E+02 2.66657E-01 3.66670E-01 3.43983E-06 2.63959E-08
 4.44338E+21 5.10143E+02 2.50077E-01 3.74960E-01 4.26702E-06 3.49448E-08
 4.53595E+21 5.06158E+02 2.40633E-01 3.79683E-01 5.45143E-06 4.78391E-08
 4.62852E+21 5.00226E+02 2.27938E-01 3.86030E-01 6.80656E-06 6.40303E-08
 4.81366E+21 4.88502E+02 2.03307E-01 3.98346E-01 9.51647E-06 1.04226E-07
 4.99880E+21 4.77053E+02 1.77825E-01 4.11087E-01 1.43198E-05 1.84918E-07
 5.55422E+21 4.43510E+02 1.05552E-01 4.47224E-01 2.96322E-05 6.81940E-07
 6.01708E+21 4.02797E+02 4.00628E-02 4.79969E-01 4.90192E-05 2.13957E-06
 6.13279E+21 3.70935E+02 1.80039E-02 4.90998E-01 5.07684E-05 2.58650E-06
 6.47993E+21 3.56446E+02 9.68903E-03 4.95155E-01 5.97443E-05 4.18053E-06
 6.48456E+21 3.46699E+02 7.26978E-03 4.96365E-01 6.43728E-05 4.05217E-06
 6.78078E+21 3.25030E+02 4.05361E-03 4.97973E-01 6.58132E-05 4.22635E-06
 6.93699E+21 3.00907E+02 2.67477E-03 4.98663E-01 7.10794E-05 3.59788E-06
 7.17131E+21 2.75048E+02 2.03572E-03 4.98982E-01 7.59976E-05 3.60695E-06
 7.40563E+21 2.47919E+02 1.72099E-03 4.99139E-01 8.09222E-05 3.75709E-06
 7.63706E+21 2.26614E+02 1.54633E-03 4.99227E-01 8.39877E-05 4.07277E-06
 7.81063E+21 2.12450E+02 1.45640E-03 4.99272E-01 8.54387E-05 4.39038E-06
 8.07098E+21 1.95853E+02 1.36870E-03 4.99316E-01 8.58351E-05 5.28518E-06
 8.33134E+21 1.81317E+02 1.30905E-03 4.99345E-01 8.55409E-05 6.51838E-06
 8.56276E+21 1.67860E+02 1.27622E-03 4.99362E-01 8.47015E-05 7.99752E-06
 8.73633E+21 1.58024E+02 1.26064E-03 4.99370E-01 8.37476E-05 9.38499E-06
 8.99669E+21 1.44444E+02 1.24747E-03 4.99376E-01 8.17086E-05 1.20289E-05
 9.25704E+21 1.30902E+02 1.24668E-03 4.99377E-01 7.89881E-05 1.53686E-05
 9.48847E+21 1.20164E+02 1.25174E-03 4.99374E-01 7.58576E-05 1.90391E-05
 9.66204E+21 1.12654E+02 1.25898E-03 4.99370E-01 7.30549E-05 2.22372E-05
 9.92239E+21 1.02533E+02 1.27325E-03 4.99363E-01 6.81410E-05 2.77190E-05
 1.00526E+22 9.61244E+01 1.29018E-03 4.99355E-01 6.55409E-05 3.05959E-05
 1.01827E+22 8.89901E+01 1.31475E-03 4.99343E-01 6.29200E-05 3.34816E-05
 1.03129E+22 8.20378E+01 1.34347E-03 4.99328E-01 6.03020E-05 3.63457E-05
 1.04431E+22 7.62695E+01 1.36989E-03 4.99315E-01 5.76518E-05 3.92204E-05
 1.05733E+22 7.09068E+01 1.39801E-03 4.99301E-01 5.51218E-05 4.19516E-05
 1.07035E+22 6.61981E+01 1.42544E-03 4.99287E-01 5.27400E-05 4.45105E-05
 1.09060E+22 5.99921E+01 1.46612E-03 4.99267E-01 4.94309E-05 4.80476E-05
 1.11084E+22 5.46021E+01 1.50742E-03 4.99246E-01 4.68001E-05 5.08475E-05
 1.13109E+22 5.01231E+01 1.54665E-03 4.99226E-01 4.46574E-05 5.31166E-05
 1.14917E+22 4.69904E+01 1.57659E-03 4.99211E-01 4.27274E-05 5.51491E-05
 1.17630E+22 4.31357E+01 1.61787E-03 4.99191E-01 3.96195E-05 5.84089E-05
 1.20342E+22 4.01870E+01 1.65277E-03 4.99173E-01 3.55613E-05 6.26545E-05
 1.21499E+22 3.76753E+01 1.69393E-03 4.99153E-01 3.52422E-05 6.29868E-05
 1.22511E+22 3.56149E+01 1.73145E-03 4.99134E-01 3.46727E-05 6.35818E-05
 1.23397E+22 3.36672E+01 1.77114E-03 4.99114E-01 3.41499E-05 6.41288E-05
 1.24947E+22 3.07739E+01 1.83698E-03 4.99081E-01 3.17882E-05 6.65981E-05
 1.26110E+22 2.88506E+01 1.88627E-03 4.99057E-01 2.88070E-05 6.97123E-05
 1.27854E+22 2.67093E+01 1.94653E-03 4.99026E-01 2.06229E-05 7.82566E-05
 1.29599E+22 2.49357E+01 2.03445E-03 4.98982E-01 6.13041E-06 9.34325E-05
 1.29645E+22 2.49357E+01 2.03550E-03 4.98982E-01 5.97829E-06 9.35928E-05
 1.32607E+22 2.25979E+01 2.17259E-03 4.98913E-01 2.29778E-06 9.74814E-05
 1.35731E+22 2.08325E+01 2.28212E-03 4.98858E-01 1.18233E-06 9.86708E-05
 1.38856E+22 1.92863E+01 2.38278E-03 4.98807E-01 6.74904E-07 9.92159E-05
 1.41170E+22 1.82316E+01 2.45470E-03 4.98771E-01 4.64184E-07 9.94433E-05
 1.44641E+22 1.69497E+01 2.54568E-03 4.98725E-01 2.81650E-07 9.96406E-05
 1.48113E+22 1.61552E+01 2.59916E-03 4.98698E-01 1.85827E-07 9.97436E-05
 1.57370E+22 1.52717E+01 2.61569E-03 4.98690E-01 9.28751E-08 9.98391E-05
 1.66627E+22 1.51524E+01 2.57042E-03 4.98712E-01 7.22152E-08 9.98560E-05
 1.75884E+22 1.54483E+01 2.52069E-03 4.98737E-01 6.76532E-08 9.98578E-05
 1.85141E+22 1.58707E+01 2.47866E-03 4.98758E-01 6.71397E-08 9.98570E-05
 1.94398E+22 1.63047E+01 2.44309E-03 4.98776E-01 6.77170E-08 9.98557E-05
 2.03655E+22 1.66868E+01 2.41442E-03 4.98790E-01 6.84899E-08 9.98545E-05
 2.12912E+22 1.70779E+01 2.38666E-03 4.98804E-01 6.93821E-08 9.98533E-05
 2.22169E+22 1.74115E+01 2.36388E-03 4.98815E-01 7.01653E-08 9.98523E-05
 2.31426E+22 1.77516E+01 2.34140E-03 4.98827E-01 7.09714E-08 9.98512E-05
 2.40683E+22 1.80983E+01 2.31918E-03 4.98838E-01 7.17938E-08 9.98501E-05
 2.49940E+22 1.83811E+01 2.30155E-03 4.98847E-01 7.24632E-08 9.98492E-05
 2.59197E+22 1.85965E+01 2.28840E-03 4.98853E-01 7.29719E-08 9.98485E-05
 2.59243E+22 1.85965E+01 2.28840E-03 4.98853E-01 7.29719E-08 9.98485E-05
 2.68454E+22 1.88870E+01 2.27103E-03 4.98862E-01 7.36568E-08 9.98475E-05
 2.77711E+22 1.90346E+01 2.26238E-03 4.98866E-01 7.40038E-08 9.98471E-05
 2.86968E+22 1.92576E+01 2.24948E-03 4.98873E-01 7.45276E-08 9.98463E-05
 2.96225E+22 1.94081E+01 2.24092E-03 4.98877E-01 7.48802E-08 9.98459E-05
 3.05482E+22 1.94839E+01 2.23664E-03 4.98879E-01 7.50573E-08 9.98456E-05
 3.14739E+22 1.95981E+01 2.23025E-03 4.98882E-01 7.53240E-08 9.98452E-05
 3.23996E+22 1.96746E+01 2.22599E-03 4.98884E-01 7.55023E-08 9.98450E-05
