! N_H(cm-2)    T_gas(K)     X(H)        X(H2)       X(C)        X(CO)
 3.59203E+21 6.69774E+02 3.21641E-01 3.39177E-01 2.87073E-05 3.90064E-05
 3.60172E+21 6.48844E+02 2.87678E-01 3.56159E-01 2.92252E-05 3.89870E-05
 3.61141E+21 6.31102E+02 2.59062E-01 3.70467E-01 2.95523E-05 3.89527E-05
 3.63079E+21 6.12613E+02 2.29346E-01 3.85325E-01 2.97263E-05 3.89980E-05
 3.65017E+21 5.91076E+02 1.93543E-01 4.03227E-01 2.97420E-05 3.95925E-05
 3.72770E+21 5.61060E+02 1.44759E-01 4.27619E-01 2.89940E-05 4.12156E-05
 3.88274E+21 5.06269E+02 6.93422E-02 4.65328E-01 2.58113E-05 4.62202E-05
 4.03778E+21 4.59795E+02 2.78420E-02 4.86079E-01 2.16134E-05 5.27520E-05
 4.21281E+21 4.25670E+02 1.18879E-02 4.94056E-01 1.79045E-05 5.79994E-05
 4.38784E+21 3.98650E+02 5.30554E-03 4.97347E-01 1.50803E-05 6.23747E-05
 4.73789E+21 3.61276E+02 1.53703E-03 4.99231E-01 1.11946E-05 6.78714E-05
 4.91292E+21 3.37285E+02 6.48157E-04 4.99676E-01 1.08568E-05 6.98292E-05
 5.26297E+21 3.05006E+02 2.34763E-04 4.99883E-01 1.02708E-05 7.21922E-05
 5.40984E+21 2.84156E+02 1.37589E-04 4.99931E-01 1.17164E-05 7.22732E-05
 5.63015E+21 2.59736E+02 8.33641E-05 4.99958E-01 1.18672E-05 7.37464E-05
 5.85045E+21 2.35386E+02 5.23953E-05 4.99974E-01 1.18777E-05 7.52587E-05
 6.07075E+21 2.16997E+02 3.60512E-05 4.99982E-01 1.20145E-05 7.61246E-05
 6.29106E+21 2.03434E+02 2.71278E-05 4.99986E-01 1.27396E-05 7.59959E-05
 6.51136E+21 1.90720E+02 2.19458E-05 4.99989E-01 1.41367E-05 7.49534E-05
 6.71179E+21 1.79545E+02 1.89339E-05 4.99991E-01 1.60781E-05 7.32248E-05
 7.01242E+21 1.64115E+02 1.61847E-05 4.99992E-01 1.87316E-05 7.07707E-05
 7.31306E+21 1.48729E+02 1.43950E-05 4.99993E-01 2.22433E-05 6.74025E-05
 7.61370E+21 1.34786E+02 1.32262E-05 4.99993E-01 2.49534E-05 6.47947E-05
 7.90419E+21 1.23203E+02 1.24721E-05 4.99994E-01 2.59210E-05 6.38980E-05
 8.12206E+21 1.15021E+02 1.20807E-05 4.99994E-01 2.54107E-05 6.44479E-05
 8.44887E+21 1.04238E+02 1.17272E-05 4.99994E-01 2.21242E-05 6.77722E-05
 8.61227E+21 9.93519E+01 1.16084E-05 4.99994E-01 2.01853E-05 6.97263E-05
 8.77567E+21 9.19781E+01 1.16037E-05 4.99994E-01 1.77824E-05 7.21406E-05
 8.93908E+21 8.65888E+01 1.16034E-05 4.99994E-01 1.53954E-05 7.45369E-05
 9.10248E+21 8.11770E+01 1.16497E-05 4.99994E-01 1.30680E-05 7.68720E-05
 9.26588E+21 7.61034E+01 1.17306E-05 4.99994E-01 1.08959E-05 7.90506E-05
 9.42929E+21 7.13469E+01 1.18436E-05 4.99994E-01 8.93755E-06 8.10144E-05
 9.59269E+21 6.68878E+01 1.19857E-05 4.99994E-01 7.22694E-06 8.27296E-05
 9.75409E+21 6.32298E+01 1.21261E-05 4.99994E-01 5.80356E-06 8.41568E-05
 9.99619E+21 5.85370E+01 1.23448E-05 4.99994E-01 4.11960E-06 8.58455E-05
 1.02383E+22 5.45354E+01 1.25679E-05 4.99994E-01 2.89481E-06 8.70743E-05
 1.04804E+22 5.14465E+01 1.27626E-05 4.99994E-01 2.02746E-06 8.79450E-05
 1.09646E+22 4.67239E+01 1.31124E-05 4.99993E-01 9.87434E-07 8.89906E-05
 1.17009E+22 4.23435E+01 1.35195E-05 4.99993E-01 3.29877E-07 8.96548E-05
 1.24322E+22 3.95316E+01 1.38252E-05 4.99993E-01 1.14571E-07 8.98746E-05
 1.27979E+22 3.56711E+01 1.43449E-05 4.99992E-01 6.62840E-08 8.99247E-05
 1.31635E+22 3.23270E+01 1.48645E-05 4.99992E-01 3.91553E-08 8.99532E-05
 1.35292E+22 2.97383E+01 1.53063E-05 4.99991E-01 2.37777E-08 8.99696E-05
 1.40776E+22 2.67761E+01 1.58229E-05 4.99991E-01 1.17930E-08 8.99826E-05
 1.46261E+22 2.47888E+01 1.61530E-05 4.99990E-01 6.20612E-09 8.99887E-05
 1.57231E+22 2.27553E+01 1.61206E-05 4.99989E-01 2.27873E-09 8.99924E-05
 1.75513E+22 2.15109E+01 1.50301E-05 4.99990E-01 1.28036E-09 8.99910E-05
 2.04766E+22 2.07757E+01 1.46398E-05 4.99991E-01 1.18855E-09 8.99896E-05
 2.34018E+22 2.02482E+01 1.47270E-05 4.99991E-01 1.17049E-09 8.99896E-05
 2.63270E+22 1.97340E+01 1.48320E-05 4.99991E-01 1.15634E-09 8.99896E-05
 2.92522E+22 1.91752E+01 1.49614E-05 4.99991E-01 1.14140E-09 8.99897E-05
 3.21775E+22 1.86883E+01 1.50935E-05 4.99991E-01 1.12723E-09 8.99898E-05
 3.51027E+22 1.82138E+01 1.52266E-05 4.99991E-01 1.11380E-09 8.99899E-05
 3.80279E+22 1.77869E+01 1.53395E-05 4.99991E-01 1.10260E-09 8.99900E-05
