# AV             Temperature    H              H2             C              CO
  0.1148183E-02  0.3749625E+04  0.3162259E+06  0.1674919E+00  0.7349541E-04  0.2964447E-06
  0.1202296E-02  0.3749422E+04  0.3162259E+06  0.1675804E+00  0.7351103E-04  0.2966261E-06
  0.1258958E-02  0.3749209E+04  0.3162259E+06  0.1676732E+00  0.7352735E-04  0.2968163E-06
  0.1318290E-02  0.3748986E+04  0.3162259E+06  0.1677704E+00  0.7354443E-04  0.2970156E-06
  0.1380421E-02  0.3748753E+04  0.3162259E+06  0.1678722E+00  0.7356230E-04  0.2972245E-06
  0.1445478E-02  0.3748508E+04  0.3162259E+06  0.1679790E+00  0.7358098E-04  0.2974435E-06
  0.1513601E-02  0.3748252E+04  0.3162259E+06  0.1680909E+00  0.7360053E-04  0.2976729E-06
  0.1584935E-02  0.3764867E+04  0.3162259E+06  0.1657412E+00  0.7342040E-04  0.2961740E-06
  0.1659630E-02  0.3764585E+04  0.3162259E+06  0.1658619E+00  0.7344172E-04  0.2964242E-06
  0.1737846E-02  0.3764290E+04  0.3162259E+06  0.1659885E+00  0.7346401E-04  0.2966865E-06
  0.1819748E-02  0.3763982E+04  0.3162259E+06  0.1661212E+00  0.7348735E-04  0.2969614E-06
  0.1905511E-02  0.3763658E+04  0.3162259E+06  0.1662603E+00  0.7351176E-04  0.2972497E-06
  0.1995314E-02  0.3763319E+04  0.3162259E+06  0.1664061E+00  0.7353728E-04  0.2975520E-06
  0.2089350E-02  0.3762965E+04  0.3162259E+06  0.1665590E+00  0.7356400E-04  0.2978689E-06
  0.2187818E-02  0.3762594E+04  0.3162259E+06  0.1667193E+00  0.7359199E-04  0.2982012E-06
  0.2290927E-02  0.3762205E+04  0.3162259E+06  0.1668874E+00  0.7362124E-04  0.2985497E-06
  0.2398896E-02  0.3761798E+04  0.3162259E+06  0.1670637E+00  0.7365188E-04  0.2989152E-06
  0.2511953E-02  0.3761372E+04  0.3162259E+06  0.1672485E+00  0.7368395E-04  0.2992985E-06
  0.2630337E-02  0.3760926E+04  0.3162259E+06  0.1674424E+00  0.7371750E-04  0.2997006E-06
  0.2754301E-02  0.3760458E+04  0.3162259E+06  0.1676458E+00  0.7375263E-04  0.3001224E-06
  0.2884107E-02  0.3759969E+04  0.3162259E+06  0.1678591E+00  0.7378941E-04  0.3005649E-06
  0.3020031E-02  0.3759457E+04  0.3162259E+06  0.1680829E+00  0.7382789E-04  0.3010291E-06
  0.3162360E-02  0.3758921E+04  0.3162259E+06  0.1683177E+00  0.7386818E-04  0.3015163E-06
  0.3311398E-02  0.3758360E+04  0.3162259E+06  0.1685640E+00  0.7391037E-04  0.3020275E-06
  0.3467459E-02  0.3757772E+04  0.3162259E+06  0.1688225E+00  0.7395454E-04  0.3025639E-06
  0.3630875E-02  0.3757157E+04  0.3162259E+06  0.1690938E+00  0.7400078E-04  0.3031271E-06
  0.3801992E-02  0.3756513E+04  0.3162259E+06  0.1693785E+00  0.7404919E-04  0.3037181E-06
  0.3981174E-02  0.3755838E+04  0.3162259E+06  0.1696774E+00  0.7409988E-04  0.3043387E-06
  0.4168801E-02  0.3771972E+04  0.3162259E+06  0.1674566E+00  0.7395037E-04  0.3031104E-06
  0.4365273E-02  0.3771229E+04  0.3162259E+06  0.1677800E+00  0.7400580E-04  0.3037889E-06
  0.4571002E-02  0.3770452E+04  0.3162259E+06  0.1681105E+00  0.7406374E-04  0.3044854E-06
  0.4786427E-02  0.3769638E+04  0.3162259E+06  0.1684413E+00  0.7412420E-04  0.3051878E-06
  0.5012004E-02  0.3768786E+04  0.3162259E+06  0.1687886E+00  0.7418754E-04  0.3059254E-06
  0.5248212E-02  0.3767894E+04  0.3162259E+06  0.1691533E+00  0.7425389E-04  0.3067001E-06
  0.5495552E-02  0.3766961E+04  0.3162259E+06  0.1695363E+00  0.7432339E-04  0.3075139E-06
  0.5754550E-02  0.3765983E+04  0.3162259E+06  0.1699385E+00  0.7439619E-04  0.3083690E-06
  0.6025753E-02  0.3764960E+04  0.3162259E+06  0.1703611E+00  0.7447246E-04  0.3092674E-06
  0.6309739E-02  0.3763889E+04  0.3162259E+06  0.1708051E+00  0.7455240E-04  0.3102117E-06
  0.6607104E-02  0.3762767E+04  0.3162259E+06  0.1712716E+00  0.7463614E-04  0.3112042E-06
  0.6918491E-02  0.3761594E+04  0.3162259E+06  0.1717620E+00  0.7472389E-04  0.3122477E-06
  0.7244544E-02  0.3760365E+04  0.3162258E+06  0.1722775E+00  0.7481585E-04  0.3133450E-06
  0.7585976E-02  0.3759079E+04  0.3162258E+06  0.1728195E+00  0.7491224E-04  0.3144992E-06
  0.7943492E-02  0.3757732E+04  0.3162258E+06  0.1733894E+00  0.7501324E-04  0.3157134E-06
  0.8317853E-02  0.3756323E+04  0.3162258E+06  0.1739890E+00  0.7511915E-04  0.3169911E-06
  0.8709864E-02  0.3754848E+04  0.3162258E+06  0.1746197E+00  0.7523014E-04  0.3183357E-06
  0.9120345E-02  0.3753304E+04  0.3162258E+06  0.1752835E+00  0.7534655E-04  0.3197515E-06
  0.9550176E-02  0.3751688E+04  0.3162258E+06  0.1759822E+00  0.7546858E-04  0.3212422E-06
  0.1000026E-01  0.3749996E+04  0.3162258E+06  0.1767178E+00  0.7559656E-04  0.3228126E-06
  0.1047156E-01  0.3748226E+04  0.3162258E+06  0.1774925E+00  0.7573073E-04  0.3244671E-06
  0.1096506E-01  0.3746373E+04  0.3162258E+06  0.1783087E+00  0.7587152E-04  0.3262111E-06
  0.1148183E-01  0.3744433E+04  0.3162258E+06  0.1791688E+00  0.7601916E-04  0.3280496E-06
  0.1202296E-01  0.3742404E+04  0.3162258E+06  0.1800754E+00  0.7617405E-04  0.3299891E-06
  0.1258958E-01  0.3740280E+04  0.3162258E+06  0.1810314E+00  0.7633656E-04  0.3320350E-06
  0.1318291E-01  0.3738057E+04  0.3162258E+06  0.1820399E+00  0.7650710E-04  0.3341946E-06
  0.1380420E-01  0.3752408E+04  0.3162258E+06  0.1804891E+00  0.7647928E-04  0.3346028E-06
  0.1445477E-01  0.3749963E+04  0.3162258E+06  0.1815937E+00  0.7666651E-04  0.3369948E-06
  0.1513600E-01  0.3747404E+04  0.3162258E+06  0.1827603E+00  0.7686305E-04  0.3395227E-06
  0.1584934E-01  0.3761370E+04  0.3162258E+06  0.1813313E+00  0.7686147E-04  0.3401997E-06
  0.1659629E-01  0.3758556E+04  0.3162258E+06  0.1826118E+00  0.7707745E-04  0.3430059E-06
  0.1737845E-01  0.3755612E+04  0.3162258E+06  0.1839659E+00  0.7730431E-04  0.3459756E-06
  0.1819749E-01  0.3752531E+04  0.3162258E+06  0.1853986E+00  0.7754259E-04  0.3491202E-06
  0.1905511E-01  0.3749308E+04  0.3162258E+06  0.1869152E+00  0.7779295E-04  0.3524520E-06
  0.1995315E-01  0.3745936E+04  0.3162258E+06  0.1885217E+00  0.7805605E-04  0.3559839E-06
  0.2089352E-01  0.3742408E+04  0.3162258E+06  0.1902243E+00  0.7833256E-04  0.3597309E-06
  0.2187819E-01  0.3738718E+04  0.3162258E+06  0.1920302E+00  0.7862327E-04  0.3637084E-06
  0.2290928E-01  0.3734858E+04  0.3162258E+06  0.1939468E+00  0.7892897E-04  0.3679342E-06
  0.2398896E-01  0.3730820E+04  0.3162258E+06  0.1959824E+00  0.7925044E-04  0.3724265E-06
  0.2511953E-01  0.3743086E+04  0.3162258E+06  0.1952991E+00  0.7937431E-04  0.3750338E-06
  0.2630337E-01  0.3738649E+04  0.3162258E+06  0.1975610E+00  0.7972902E-04  0.3800859E-06
  0.2754301E-01  0.3750457E+04  0.3162258E+06  0.1969572E+00  0.7988467E-04  0.3829528E-06
  0.2884107E-01  0.3745583E+04  0.3162257E+06  0.1994756E+00  0.8027644E-04  0.3886471E-06
  0.3020031E-01  0.3740486E+04  0.3162257E+06  0.2021618E+00  0.8068899E-04  0.3947278E-06
  0.3162360E-01  0.3735156E+04  0.3162257E+06  0.2050300E+00  0.8112365E-04  0.4012292E-06
  0.3311398E-01  0.3729583E+04  0.3162257E+06  0.2080962E+00  0.8158171E-04  0.4081884E-06
  0.3467459E-01  0.3723756E+04  0.3162257E+06  0.2113780E+00  0.8206462E-04  0.4156469E-06
  0.3630874E-01  0.3733970E+04  0.3162257E+06  0.2120041E+00  0.8235551E-04  0.4215512E-06
  0.3801993E-01  0.3727575E+04  0.3162257E+06  0.2157174E+00  0.8289108E-04  0.4300970E-06
  0.3981175E-01  0.3737138E+04  0.3162257E+06  0.2165849E+00  0.8323327E-04  0.4367526E-06
  0.4168802E-01  0.3730120E+04  0.3162257E+06  0.2206542E+00  0.8382623E-04  0.4462885E-06
  0.4365271E-01  0.3722785E+04  0.3162257E+06  0.2245233E+00  0.8444597E-04  0.4555454E-06
  0.4571000E-01  0.3715120E+04  0.3162257E+06  0.2286694E+00  0.8510043E-04  0.4654873E-06
  0.4786424E-01  0.3723229E+04  0.3162257E+06  0.2298506E+00  0.8556342E-04  0.4735018E-06
  0.5012001E-01  0.3730906E+04  0.3162257E+06  0.2304043E+00  0.8604681E-04  0.4803996E-06
  0.5248209E-01  0.3722089E+04  0.3162257E+06  0.2353561E+00  0.8681442E-04  0.4925937E-06
  0.5495549E-01  0.3712878E+04  0.3162256E+06  0.2406925E+00  0.8762656E-04  0.5057693E-06
  0.5754552E-01  0.3703257E+04  0.3162256E+06  0.2464543E+00  0.8848635E-04  0.5200331E-06
  0.6025756E-01  0.3725048E+04  0.3162256E+06  0.2466720E+00  0.8894175E-04  0.5315229E-06
  0.6309739E-01  0.3714466E+04  0.3162256E+06  0.2532511E+00  0.8990134E-04  0.5482087E-06
  0.6607110E-01  0.3703418E+04  0.3162256E+06  0.2603979E+00  0.9091918E-04  0.5663886E-06
  0.6918491E-01  0.3707662E+04  0.3162255E+06  0.2644702E+00  0.9175684E-04  0.5829321E-06
  0.7244550E-01  0.3711298E+04  0.3162255E+06  0.2689668E+00  0.9265477E-04  0.6008761E-06
  0.7585976E-01  0.3698628E+04  0.3162255E+06  0.2779601E+00  0.9386703E-04  0.6244088E-06
  0.7943492E-01  0.3685406E+04  0.3162255E+06  0.2878377E+00  0.9515711E-04  0.6503417E-06
  0.8317853E-01  0.3702729E+04  0.3162254E+06  0.2908258E+00  0.9602905E-04  0.6719097E-06
  0.8709864E-01  0.3688219E+04  0.3162254E+06  0.3024849E+00  0.9748508E-04  0.7033073E-06
  0.9120345E-01  0.3688520E+04  0.3162254E+06  0.3111066E+00  0.9877988E-04  0.7340703E-06
  0.9550176E-01  0.3688041E+04  0.3162254E+06  0.3132151E+00  0.1000491E-03  0.7503484E-06
  0.1000026E+00  0.3671454E+04  0.3162253E+06  0.3282175E+00  0.1018077E-03  0.7920614E-06
  0.1047156E+00  0.3684617E+04  0.3162252E+06  0.3432877E+00  0.1032758E-03  0.8479983E-06
