# AV             Temperature    H              H2             C              CO
  0.3630874E-02  0.2864200E+04  0.9998390E+03  0.3576585E-05  0.2232398E-08  0.7968747E-14
  0.3801993E-02  0.2863709E+04  0.9998390E+03  0.3580021E-05  0.2233660E-08  0.7973242E-14
  0.3981175E-02  0.2863195E+04  0.9998390E+03  0.3583623E-05  0.2234982E-08  0.7977952E-14
  0.4168802E-02  0.2896335E+04  0.9998382E+03  0.3488925E-05  0.2228565E-08  0.7973904E-14
  0.4365273E-02  0.2895765E+04  0.9998382E+03  0.3492796E-05  0.2230011E-08  0.7979071E-14
  0.4571002E-02  0.2895168E+04  0.9998382E+03  0.3496853E-05  0.2231525E-08  0.7984486E-14
  0.4786426E-02  0.2894543E+04  0.9998382E+03  0.3501107E-05  0.2233113E-08  0.7990159E-14
  0.5012003E-02  0.2893889E+04  0.9998383E+03  0.3505565E-05  0.2234776E-08  0.7996105E-14
  0.5248211E-02  0.2893204E+04  0.9998383E+03  0.3510240E-05  0.2236518E-08  0.8002336E-14
  0.5495552E-02  0.2892488E+04  0.9998383E+03  0.3515141E-05  0.2238344E-08  0.8008867E-14
  0.5754549E-02  0.2891737E+04  0.9998383E+03  0.3520279E-05  0.2240258E-08  0.8015711E-14
  0.6025753E-02  0.2890951E+04  0.9998383E+03  0.3525667E-05  0.2242263E-08  0.8022884E-14
  0.6309736E-02  0.2890129E+04  0.9998383E+03  0.3531317E-05  0.2244365E-08  0.8030403E-14
  0.6607105E-02  0.2889268E+04  0.9998384E+03  0.3537242E-05  0.2246568E-08  0.8038284E-14
  0.6918488E-02  0.2888366E+04  0.9998384E+03  0.3543456E-05  0.2248877E-08  0.8046545E-14
  0.7244547E-02  0.2887423E+04  0.9998384E+03  0.3549974E-05  0.2251296E-08  0.8055206E-14
  0.7585975E-02  0.2886435E+04  0.9998384E+03  0.3556810E-05  0.2253833E-08  0.8064285E-14
  0.7943491E-02  0.2885402E+04  0.9998385E+03  0.3563982E-05  0.2256492E-08  0.8073804E-14
  0.8317857E-02  0.2884319E+04  0.9998385E+03  0.3571506E-05  0.2259280E-08  0.8083784E-14
  0.8709864E-02  0.2883187E+04  0.9998385E+03  0.3579400E-05  0.2262202E-08  0.8094248E-14
  0.9120346E-02  0.2882001E+04  0.9998386E+03  0.3587683E-05  0.2265266E-08  0.8105222E-14
  0.9550176E-02  0.2880760E+04  0.9998386E+03  0.3596375E-05  0.2268479E-08  0.8116729E-14
  0.1000026E-01  0.2879461E+04  0.9998386E+03  0.3605497E-05  0.2271848E-08  0.8128797E-14
  0.1047156E-01  0.2878102E+04  0.9998387E+03  0.3615072E-05  0.2275381E-08  0.8141455E-14
  0.1096507E-01  0.2876679E+04  0.9998387E+03  0.3625123E-05  0.2279086E-08  0.8154731E-14
  0.1148183E-01  0.2875190E+04  0.9998387E+03  0.3635675E-05  0.2282972E-08  0.8168658E-14
  0.1202296E-01  0.2873632E+04  0.9998388E+03  0.3646755E-05  0.2287048E-08  0.8183269E-14
  0.1258958E-01  0.2872001E+04  0.9998388E+03  0.3658389E-05  0.2291324E-08  0.8198598E-14
  0.1318291E-01  0.2870294E+04  0.9998389E+03  0.3670608E-05  0.2295810E-08  0.8214682E-14
  0.1380421E-01  0.2868507E+04  0.9998389E+03  0.3683444E-05  0.2300516E-08  0.8231560E-14
  0.1445478E-01  0.2866638E+04  0.9998390E+03  0.3696928E-05  0.2305454E-08  0.8249273E-14
  0.1513601E-01  0.2864682E+04  0.9998390E+03  0.3711095E-05  0.2310637E-08  0.8267864E-14
  0.1584935E-01  0.2862636E+04  0.9998391E+03  0.3725984E-05  0.2316075E-08  0.8287380E-14
  0.1659630E-01  0.2860494E+04  0.9998391E+03  0.3741632E-05  0.2321784E-08  0.8307867E-14
  0.1737846E-01  0.2858253E+04  0.9998392E+03  0.3758083E-05  0.2327776E-08  0.8329378E-14
  0.1819748E-01  0.2855909E+04  0.9998393E+03  0.3775379E-05  0.2334067E-08  0.8351967E-14
  0.1905510E-01  0.2853456E+04  0.9998393E+03  0.3793569E-05  0.2340673E-08  0.8375689E-14
  0.1995315E-01  0.2850889E+04  0.9998394E+03  0.3812702E-05  0.2347610E-08  0.8400607E-14
  0.2089350E-01  0.2848205E+04  0.9998395E+03  0.3832830E-05  0.2354896E-08  0.8426783E-14
  0.2187819E-01  0.2878482E+04  0.9998387E+03  0.3750209E-05  0.2354400E-08  0.8445029E-14
  0.2290926E-01  0.2875510E+04  0.9998387E+03  0.3772028E-05  0.2362411E-08  0.8473909E-14
  0.2398896E-01  0.2872401E+04  0.9998388E+03  0.3795000E-05  0.2370829E-08  0.8504265E-14
  0.2511952E-01  0.2869149E+04  0.9998389E+03  0.3819192E-05  0.2379675E-08  0.8536175E-14
  0.2630338E-01  0.2865748E+04  0.9998390E+03  0.3844675E-05  0.2388974E-08  0.8569725E-14
  0.2754300E-01  0.2862191E+04  0.9998391E+03  0.3871525E-05  0.2398749E-08  0.8605007E-14
  0.2884106E-01  0.2858471E+04  0.9998392E+03  0.3899824E-05  0.2409028E-08  0.8642117E-14
  0.3020030E-01  0.2854581E+04  0.9998393E+03  0.3929659E-05  0.2419838E-08  0.8681159E-14
  0.3162361E-01  0.2850514E+04  0.9998394E+03  0.3961124E-05  0.2431210E-08  0.8722243E-14
  0.3311398E-01  0.2846261E+04  0.9998395E+03  0.3994317E-05  0.2443174E-08  0.8765485E-14
  0.3467459E-01  0.2841814E+04  0.9998396E+03  0.4029348E-05  0.2455765E-08  0.8811009E-14
  0.3630874E-01  0.2837165E+04  0.9998398E+03  0.4066330E-05  0.2469019E-08  0.8858949E-14
  0.3801993E-01  0.2832306E+04  0.9998399E+03  0.4105388E-05  0.2482975E-08  0.8909447E-14
  0.3981175E-01  0.2843474E+04  0.9998396E+03  0.4091526E-05  0.2493392E-08  0.8957872E-14
  0.4168802E-01  0.2838135E+04  0.9998397E+03  0.4134685E-05  0.2508848E-08  0.9013929E-14
  0.4365273E-01  0.2832554E+04  0.9998399E+03  0.4180325E-05  0.2525134E-08  0.9073029E-14
  0.4571002E-01  0.2842875E+04  0.9998396E+03  0.4172516E-05  0.2537956E-08  0.9130534E-14
  0.4786426E-01  0.2836746E+04  0.9998398E+03  0.4223086E-05  0.2556025E-08  0.9196266E-14
  0.5012003E-01  0.2830343E+04  0.9998399E+03  0.4276639E-05  0.2575083E-08  0.9265637E-14
  0.5248211E-01  0.2823653E+04  0.9998401E+03  0.4333380E-05  0.2595192E-08  0.9338875E-14
  0.5495552E-01  0.2816666E+04  0.9998403E+03  0.4393533E-05  0.2616417E-08  0.9416226E-14
  0.5754549E-01  0.2809367E+04  0.9998405E+03  0.4457338E-05  0.2638828E-08  0.9497955E-14
  0.6025753E-01  0.2801745E+04  0.9998407E+03  0.4525058E-05  0.2662501E-08  0.9584346E-14
  0.6309736E-01  0.2793787E+04  0.9998409E+03  0.4596911E-05  0.2687518E-08  0.9675706E-14
  0.6607105E-01  0.2801304E+04  0.9998407E+03  0.4613122E-05  0.2709370E-08  0.9767364E-14
  0.6918488E-01  0.2808357E+04  0.9998405E+03  0.4633058E-05  0.2732675E-08  0.9864635E-14
  0.7244545E-01  0.2799200E+04  0.9998408E+03  0.4717722E-05  0.2762171E-08  0.9972935E-14
  0.7585975E-01  0.2789643E+04  0.9998410E+03  0.4807892E-05  0.2793398E-08  0.1008770E-13
  0.7943491E-01  0.2779671E+04  0.9998413E+03  0.4903995E-05  0.2826476E-08  0.1020938E-13
  0.8317855E-01  0.2769268E+04  0.9998416E+03  0.5006506E-05  0.2861533E-08  0.1033848E-13
  0.8709862E-01  0.2789409E+04  0.9998411E+03  0.4987582E-05  0.2889004E-08  0.1046519E-13
  0.9120346E-01  0.2777965E+04  0.9998414E+03  0.5102218E-05  0.2928312E-08  0.1061070E-13
  0.9550174E-01  0.2766031E+04  0.9998417E+03  0.5224833E-05  0.2970046E-08  0.1076537E-13
  0.1000026E+00  0.2753591E+04  0.9998420E+03  0.5356110E-05  0.3014385E-08  0.1092991E-13
  0.1047156E+00  0.2740624E+04  0.9998424E+03  0.5496801E-05  0.3061525E-08  0.1110509E-13
  0.1096507E+00  0.2757413E+04  0.9998419E+03  0.5509529E-05  0.3101361E-08  0.1128103E-13
  0.1148183E+00  0.2743180E+04  0.9998423E+03  0.5668532E-05  0.3154574E-08  0.1147996E-13
  0.1202295E+00  0.2728355E+04  0.9998427E+03  0.5839520E-05  0.3211274E-08  0.1169228E-13
  0.1258958E+00  0.2712917E+04  0.9998431E+03  0.6023616E-05  0.3271741E-08  0.1191910E-13
  0.1318291E+00  0.2726482E+04  0.9998428E+03  0.6073301E-05  0.3325318E-08  0.1215060E-13
  0.1380420E+00  0.2709573E+04  0.9998432E+03  0.6283508E-05  0.3394030E-08  0.1241011E-13
  0.1445477E+00  0.2691979E+04  0.9998437E+03  0.6510747E-05  0.3467504E-08  0.1268820E-13
  0.1513600E+00  0.2673680E+04  0.9998442E+03  0.6756746E-05  0.3546147E-08  0.1298653E-13
  0.1584934E+00  0.2683507E+04  0.9998440E+03  0.6860821E-05  0.3618601E-08  0.1329550E-13
  0.1659629E+00  0.2663513E+04  0.9998445E+03  0.7145185E-05  0.3708681E-08  0.1363995E-13
  0.1737845E+00  0.2642738E+04  0.9998451E+03  0.7454504E-05  0.3805414E-08  0.1401085E-13
  0.1819749E+00  0.2649342E+04  0.9998449E+03  0.7615540E-05  0.3896806E-08  0.1439901E-13
  0.1905511E+00  0.2626694E+04  0.9998456E+03  0.7976939E-05  0.4008384E-08  0.1483073E-13
  0.1995315E+00  0.2603187E+04  0.9998462E+03  0.8372198E-05  0.4128650E-08  0.1529763E-13
  0.2089351E+00  0.2578799E+04  0.9998469E+03  0.8805319E-05  0.4258461E-08  0.1580337E-13
  0.2187819E+00  0.2580673E+04  0.9998469E+03  0.9080053E-05  0.4384688E-08  0.1633983E-13
  0.2290928E+00  0.2554178E+04  0.9998476E+03  0.9594488E-05  0.4536069E-08  0.1693609E-13
  0.2398896E+00  0.2553325E+04  0.9998476E+03  0.9916991E-05  0.4685103E-08  0.1757215E-13
  0.2511952E+00  0.2524601E+04  0.9998485E+03  0.1050293E-04  0.4862746E-08  0.1827957E-13
  0.2630338E+00  0.2494870E+04  0.9998493E+03  0.1115462E-04  0.5055995E-08  0.1905300E-13
  0.2754300E+00  0.2464116E+04  0.9998502E+03  0.1188121E-04  0.5266596E-08  0.1988301E-13
  0.2884106E+00  0.2457658E+04  0.9998504E+03  0.1245155E-04  0.5479376E-08  0.2074088E-13
  0.3020030E+00  0.2424465E+04  0.9998514E+03  0.1334895E-04  0.5730119E-08  0.2170462E-13
  0.3162361E+00  0.2414832E+04  0.9998517E+03  0.1407914E-04  0.5986209E-08  0.2276177E-13
  0.3311398E+00  0.2379100E+04  0.9998527E+03  0.1519565E-04  0.6287224E-08  0.2395195E-13
  0.3467459E+00  0.2342255E+04  0.9998538E+03  0.1645830E-04  0.6618686E-08  0.2527966E-13
  0.3630874E+00  0.2304289E+04  0.9998550E+03  0.1789082E-04  0.6984534E-08  0.2676480E-13
  0.3801993E+00  0.2265197E+04  0.9998562E+03  0.1952162E-04  0.7389353E-08  0.2843088E-13
  0.3981175E+00  0.2247682E+04  0.9998567E+03  0.2101112E-04  0.7813968E-08  0.3029471E-13
  0.4168802E+00  0.2205916E+04  0.9998580E+03  0.2311925E-04  0.8311928E-08  0.3241180E-13
  0.4365271E+00  0.2184868E+04  0.9998587E+03  0.2511299E-04  0.8839862E-08  0.3480072E-13
  0.4571000E+00  0.2140405E+04  0.9998601E+03  0.2788403E-04  0.9459437E-08  0.3752840E-13
  0.4786424E+00  0.2094823E+04  0.9998615E+03  0.3110383E-04  0.1015487E-07  0.4064127E-13
  0.5012001E+00  0.2048140E+04  0.9998630E+03  0.3486291E-04  0.1093800E-07  0.4420783E-13
  0.5248209E+00  0.1980377E+04  0.9998653E+03  0.3987993E-04  0.1186018E-07  0.4831184E-13
  0.5495548E+00  0.1912541E+04  0.9998675E+03  0.4581120E-04  0.1290809E-07  0.5304621E-13
  0.5754552E+00  0.1863714E+04  0.9998692E+03  0.5213291E-04  0.1405810E-07  0.5854034E-13
  0.6025755E+00  0.1813933E+04  0.9998709E+03  0.5968385E-04  0.1537240E-07  0.6494695E-13
  0.6309740E+00  0.1727258E+04  0.9998740E+03  0.7066767E-04  0.1699174E-07  0.7241078E-13
  0.6607109E+00  0.1676761E+04  0.9998758E+03  0.8194277E-04  0.1874217E-07  0.8123355E-13
  0.6918494E+00  0.1591615E+04  0.9998789E+03  0.9790163E-04  0.2090905E-07  0.9157792E-13
  0.7244551E+00  0.1540696E+04  0.9998809E+03  0.1153449E-03  0.2328382E-07  0.1039791E-12
  0.7585975E+00  0.1457454E+04  0.9998841E+03  0.1398095E-03  0.2624242E-07  0.1186335E-12
  0.7943491E+00  0.1406441E+04  0.9998861E+03  0.1662946E-03  0.2953009E-07  0.1363920E-12
  0.8317855E+00  0.1325500E+04  0.9998894E+03  0.2037616E-03  0.3365737E-07  0.1575662E-12
  0.8709864E+00  0.1260592E+04  0.9998921E+03  0.2502024E-03  0.3845389E-07  0.1834272E-12
  0.9120346E+00  0.1196530E+04  0.9998949E+03  0.3126617E-03  0.4421050E-07  0.2150556E-12
  0.9550174E+00  0.1094332E+04  0.9998994E+03  0.4061752E-03  0.5176818E-07  0.2529234E-12
  0.1000026E+01  0.1021522E+04  0.9999027E+03  0.5225817E-03  0.6058830E-07  0.3001727E-12
  0.1047156E+01  0.9747822E+03  0.9999047E+03  0.6785929E-03  0.7084274E-07  0.3598774E-12
