     NH               Temp.Gaz         Ab..h            Ab..h2           Ab..c            Ab..co        
   1.28159821E+22  2.44675543E+001  3.49701908E+000  4.98251140E+002  2.58561398E-002  7.36306091E-002
   1.29095304E+22  2.43519084E+001  3.50146772E+000  4.98248894E+002  2.34939092E-002  7.60241452E-002
   1.30030787E+22  2.42544524E+001  3.50453188E+000  4.98247338E+002  2.13523340E-002  7.81941901E-002
   1.30966270E+22  2.41721624E+001  3.50641075E+000  4.98246374E+002  1.94109711E-002  8.01614707E-002
   1.31917609E+22  2.41013982E+001  3.50728185E+000  4.98245912E+002  1.76220944E-002  8.19743444E-002
   1.32868948E+22  2.40414324E+001  3.50731325E+000  4.98245868E+002  1.60014677E-002  8.36168198E-002
   1.33820286E+22  2.39899273E+001  3.50665987E+000  4.98246165E+002  1.45321203E-002  8.51060668E-002
   1.34771625E+22  2.39451511E+001  3.50546623E+000  4.98246730E+002  1.31987942E-002  8.64575186E-002
   1.35722963E+22  2.39065088E+001  3.50380862E+000  4.98247526E+002  1.19878944E-002  8.76849231E-002
   1.36674302E+22  2.38728501E+001  3.50177285E+000  4.98248509E+002  1.08873662E-002  8.88004722E-002
   1.37625640E+22  2.38431990E+001  3.49944240E+000  4.98249638E+002  9.88653383E-003  8.98149643E-002
   1.38576978E+22  2.38165864E+001  3.49689634E+000  4.98250873E+002  8.97594013E-003  9.07379675E-002
   1.39528317E+22  2.37917698E+001  3.49422618E+000  4.98252168E+002  8.14719048E-003  9.15779778E-002
   1.40479655E+22  2.37686048E+001  3.49146710E+000  4.98253505E+002  7.39283112E-003  9.23425403E-002
   1.41430993E+22  2.37468841E+001  3.48863705E+000  4.98254876E+002  6.70620829E-003  9.30383932E-002
   1.42382331E+22  2.37261870E+001  3.48576275E+000  4.98256268E+002  6.08135528E-003  9.36715817E-002
   1.43333669E+22  2.37061262E+001  3.48287018E+000  4.98257666E+002  5.51290075E-003  9.42475504E-002
   1.44285006E+22  2.36863282E+001  3.47998177E+000  4.98259060E+002  4.99598681E-003  9.47712254E-002
   1.45236344E+22  2.36665400E+001  3.47711075E+000  4.98260443E+002  4.52620317E-003  9.52470806E-002
   1.46187682E+22  2.36465337E+001  3.47426452E+000  4.98261812E+002  4.09952914E-003  9.56791963E-002
   1.47139019E+22  2.36338494E+001  3.47102854E+000  4.98263374E+002  3.71242281E-003  9.60711605E-002
   1.48090357E+22  2.36286594E+001  3.46725056E+000  4.98265204E+002  3.36149921E-003  9.64264089E-002
   1.49041694E+22  2.36308899E+001  3.45852895E+000  4.98269505E+002  3.04341312E-003  9.67483297E-002
   1.49993031E+22  2.36270371E+001  3.45836713E+000  4.98269523E+002  2.75576723E-003  9.70393921E-002
   1.50944368E+22  2.36277759E+001  3.44987977E+000  4.98273702E+002  2.49527555E-003  9.73028939E-002
   1.51895705E+22  2.36224766E+001  3.44974612E+000  4.98273702E+002  2.26009268E-003  9.75407454E-002
   1.52847042E+22  2.36142089E+001  3.44586764E+000  4.98275574E+002  2.04752438E-003  9.77556620E-002
   1.53798378E+22  2.36031945E+001  3.44180906E+000  4.98277533E+002  1.85568578E-003  9.79495636E-002
   1.54749715E+22  2.35896912E+001  3.43774295E+000  4.98279495E+002  1.68270698E-003  9.81243496E-002
   1.55701051E+22  2.35737502E+001  3.43364488E+000  4.98281473E+002  1.52685950E-003  9.82817765E-002
   1.56652387E+22  2.35554250E+001  3.42948029E+000  4.98283482E+002  1.38655681E-003  9.84234571E-002
   1.57603723E+22  2.35347695E+001  3.42521353E+000  4.98285542E+002  1.26034464E-003  9.85508705E-002
   1.58555059E+22  2.35118495E+001  3.42080837E+000  4.98287671E+002  1.14689180E-003  9.86653716E-002
   1.59506395E+22  2.34867059E+001  3.41623052E+000  4.98289887E+002  1.04498101E-003  9.87682007E-002
   1.60457731E+22  2.34593910E+001  3.41144713E+000  4.98292206E+002  9.53501047E-004  9.88604911E-002
   1.61409066E+22  2.34299562E+001  3.40642776E+000  4.98294645E+002  8.71438753E-004  9.89432774E-002
   1.62360402E+22  2.33984398E+001  3.40114619E+000  4.98297216E+002  7.97871616E-004  9.90175027E-002
   1.63311737E+22  2.33649045E+001  3.39557970E+000  4.98299931E+002  7.31961064E-004  9.90840249E-002
   1.64263072E+22  2.33294065E+001  3.38971110E+000  4.98302801E+002  6.72945634E-004  9.91436234E-002
   1.65214407E+22  2.32919993E+001  3.38353009E+000  4.98305829E+002  6.20134787E-004  9.91970050E-002
   1.66165742E+22  2.32506387E+001  3.37714777E+000  4.98308962E+002  5.72891050E-004  9.92448257E-002
   1.67117077E+22  2.32070266E+001  3.37051628E+000  4.98312224E+002  5.30659879E-004  9.92876474E-002
   1.68068411E+22  2.31616362E+001  3.36360114E+000  4.98315631E+002  4.92931851E-004  9.93259861E-002
   1.69019746E+22  2.31145342E+001  3.35641632E+000  4.98319179E+002  4.59244804E-004  9.93603078E-002
   1.69971080E+22  2.30657851E+001  3.34899295E+000  4.98322850E+002  4.29181649E-004  9.93910300E-002
   1.70922415E+22  2.30154757E+001  3.34137022E+000  4.98326626E+002  4.02366228E-004  9.94185256E-002
   1.71873749E+22  2.29636482E+001  3.33359729E+000  4.98330482E+002  3.78459160E-004  9.94431276E-002
   1.72825084E+22  2.29104394E+001  3.32572581E+000  4.98334392E+002  3.57154922E-004  9.94651323E-002
   1.73776418E+22  2.28559350E+001  3.31781414E+000  4.98338327E+002  3.38178007E-004  9.94848042E-002
   1.74727752E+22  2.28002246E+001  3.30992503E+000  4.98342256E+002  3.21280307E-004  9.95023794E-002
   1.75679086E+22  2.27433969E+001  3.30212335E+000  4.98346145E+002  3.06238490E-004  9.95180686E-002
   1.76630421E+22  2.26855389E+001  3.29447427E+000  4.98349961E+002  2.92851672E-004  9.95320612E-002
   1.77581755E+22  2.26267339E+001  3.28704152E+000  4.98353672E+002  2.80939320E-004  9.95445269E-002
   1.78533089E+22  2.25670623E+001  3.27988565E+000  4.98357248E+002  2.70339373E-004  9.95556193E-002
   1.79484423E+22  2.25066002E+001  3.27306257E+000  4.98360661E+002  2.60906538E-004  9.95654772E-002
   1.80435757E+22  2.24454037E+001  3.26662314E+000  4.98363883E+002  2.52510698E-004  9.95742266E-002
   1.81387092E+22  2.23835496E+001  3.26061031E+000  4.98366894E+002  2.45035627E-004  9.95819823E-002
   1.82338426E+22  2.23210957E+001  3.25505994E+000  4.98369675E+002  2.38377564E-004  9.95888486E-002
   1.83289760E+22  2.22580944E+001  3.25000046E+000  4.98372212E+002  2.32444071E-004  9.95949206E-002
   1.84241094E+22  2.21945925E+001  3.24545270E+000  4.98374494E+002  2.27152917E-004  9.96002852E-002
   1.85192428E+22  2.21306432E+001  3.24142950E+000  4.98376514E+002  2.22431097E-004  9.96050211E-002
   1.86143763E+22  2.20662526E+001  3.23793898E+000  4.98378268E+002  2.18213739E-004  9.96092000E-002
   1.87095097E+22  2.20014615E+001  3.23498158E+000  4.98379756E+002  2.14443465E-004  9.96128865E-002
   1.88046431E+22  2.19363132E+001  3.23255132E+000  4.98380980E+002  2.11069497E-004  9.96161389E-002
   1.88997766E+22  2.18736622E+001  3.23048242E+000  4.98382023E+002  2.08054141E-004  9.96189961E-002
   1.89949100E+22  2.18128524E+001  3.22874776E+000  4.98382899E+002  2.05355602E-004  9.96215086E-002
   1.90900434E+22  2.17518372E+001  3.22745235E+000  4.98383555E+002  2.02933467E-004  9.96237281E-002
   1.91851769E+22  2.16906536E+001  3.22661250E+000  4.98383983E+002  2.00756874E-004  9.96256918E-002
   1.92803103E+22  2.16293164E+001  3.22620899E+000  4.98384192E+002  1.98798405E-004  9.96274324E-002
   1.93754437E+22  2.15681801E+001  3.22620072E+000  4.98384204E+002  1.97034658E-004  9.96289773E-002
   1.94705772E+22  2.15070757E+001  3.22656870E+000  4.98384027E+002  1.95443705E-004  9.96303528E-002
   1.95657106E+22  2.14458287E+001  3.22730303E+000  4.98383666E+002  1.94006106E-004  9.96315822E-002
   1.96608441E+22  2.13844533E+001  3.22838408E+000  4.98383132E+002  1.92705067E-004  9.96326849E-002
   1.97559775E+22  2.13229586E+001  3.22978959E+000  4.98382435E+002  1.91525686E-004  9.96336779E-002
   1.98511110E+22  2.12613542E+001  3.23149777E+000  4.98381587E+002  1.90454749E-004  9.96345761E-002
   1.99462444E+22  2.11996480E+001  3.23348776E+000  4.98380597E+002  1.89480526E-004  9.96353921E-002
   2.00413779E+22  2.11378477E+001  3.23573960E+000  4.98379476E+002  1.88592598E-004  9.96361372E-002
